"","ID","NAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"15389","AT5G04960","PME46",32.6771539241955,30.3809712266203,19.541259014196,3.37404920511671e-07,1.02068863702719e-05,2.17626959274247
"968","AT1G12240","ATBETAFRUCT4",128.462869374935,151.01712353134,19.5360424851805,3.38004814320604e-07,1.02093992386685e-05,2.17603342895724
"1698","AT1G21065",NA,37.57144529738,46.0954735264878,19.505208706333,3.41575715291626e-07,1.03015063814821e-05,2.17463402865993
"2881","AT1G49130","BBX17",-47.0318521518351,34.3651097075291,-19.4963506608265,3.42609555611256e-07,1.03034164971015e-05,2.17423089767194
"13735","AT4G24780","PLL19",62.3299227056332,70.4809515428925,19.4957291893304,3.42682223276081e-07,1.03034164971015e-05,2.17420259583456
"3026","AT1G51400",NA,678.493320562109,454.445845028347,19.4885850482496,3.43518845697732e-07,1.03128742825425e-05,2.17387707625218
"8301","AT3G02570","MEE31",37.4823402070195,72.1953918473687,19.4791219293272,3.44630639731529e-07,1.03148994806919e-05,2.17344539694564
"17797","AT5G44400","AtBBE26",5.12313625745613,3.03251426358905,19.481103914439,3.44397441249392e-07,1.03148994806919e-05,2.17353585609352
"2555","AT1G34110","RGI5",-109.169318239605,89.1886566527552,-19.4667629180592,3.46088876983762e-07,1.03428739424164e-05,2.17288076204854
"18816","AT5G57530","AtXTH12",11.2872623477952,9.16336351209421,19.4578293588472,3.47147347937102e-07,1.035397491012e-05,2.17247201950462
"18817","AT5G57540","AtXTH13",4.56612623329498,3.72811258830304,19.4547873051499,3.47508624349982e-07,1.035397491012e-05,2.17233271889502
"13042","AT4G16000",NA,-5.49699619209847,4.80469427439324,-19.4405483957958,3.49205384073355e-07,1.03888601761823e-05,2.17167991336857
"12653","AT4G11290","PER39",-27.0422174148152,31.5317043394083,-19.4302407308851,3.50439605678381e-07,1.04099007076252e-05,2.17120653596039
"16912","AT5G24380","ATYSL2",18.3564427813057,14.7743802751743,19.4250241814926,3.51066130221798e-07,1.04128533579601e-05,2.17096670853896
"11109","AT3G51820","ATG4",97.5703320388913,157.578841937626,19.3955695889789,3.54627894085915e-07,1.05027277657769e-05,2.1696092850131
"7007","AT2G34560","AtCCP1",44.6865154071836,84.1537664067475,19.3905374229647,3.55240534905629e-07,1.05051220456973e-05,2.16937681948135
"14775","AT4G37080",NA,35.3820991737615,41.0954093761176,19.3826582295917,3.56202224141129e-07,1.05178157484064e-05,2.16901250574255
"1398","AT1G17220","FUG1",551.235770695012,528.929791935588,19.3691856482413,3.57853528833344e-07,1.05508038933938e-05,2.16838864147261
"2503","AT1G33110",NA,49.0866213732218,33.7178321815546,19.3585838620978,3.59159134027761e-07,1.05735164434939e-05,2.16789688916553
"8209","AT3G01520",NA,-64.8939062723554,91.56257116189,-19.3366815375518,3.61873715933962e-07,1.06375794413088e-05,2.16687866976561
"7237","AT2G37280","ABCG33",-13.4996002971108,9.46271081015525,-19.3179093902582,3.64219060689343e-07,1.0690614152834e-05,2.16600349082769
"12851","AT4G14010","RALFL32",-34.9674417029488,42.4067561862725,-19.3114118171484,3.65034904394737e-07,1.06986639486849e-05,2.16570003202429
"10266","AT3G26490",NA,5.35975786679984,3.65153640395201,19.3044876223878,3.65906620456511e-07,1.07012713417242e-05,2.16537634539778
"19374","AT5G64410","ATOPT4",-49.0813743164555,99.1169707150923,-19.3021034843178,3.66207321403542e-07,1.07012713417242e-05,2.16526482119296
"1104","AT1G13930",NA,79.4382067476706,63.9136075312259,19.2966052928603,3.66901864207834e-07,1.0705730318407e-05,2.16500748748776
"19541","AT5G66170","STR18",-167.063659975729,140.132584136594,-19.2872716272601,3.68084370193385e-07,1.07243932873158e-05,2.1645701879351
"9353","AT3G14990","AtDJ1A",-92.1736041962253,281.384699705124,-19.260113231568,3.71550049314541e-07,1.08094251460375e-05,2.16329451641701
"10736","AT3G47220","ATPLC9",-6.73771137778725,5.08573773239884,-19.2453277542892,3.73452530162273e-07,1.0848796001214e-05,2.16259797967666
"2467","AT1G32520","OXR4",16.6338797447615,9.4758150629501,19.2371031940826,3.74515632265126e-07,1.08637030833558e-05,2.16220990011858
"17786","AT5G44260","AtTZF5",-113.915054012162,66.6479773678634,-19.2191471044349,3.76848696094495e-07,1.09153506490479e-05,2.16136107890273
"17393","AT5G38990","MDS1",17.7219528897839,11.9484088861553,19.2028379054731,3.78982215672588e-07,1.09610756784719e-05,2.16058825620403
"10737","AT3G47250",NA,56.7652152057902,36.3973113049036,19.1749426227031,3.82663547696514e-07,1.10513680134458e-05,2.15926231389665
"12457","AT4G07825",NA,-48.6125386592201,85.05485720104,-19.1636265633214,3.84168591929607e-07,1.10786370291642e-05,2.15872294721088
"14471","AT4G33510","AtDAHP2",70.4070435263546,133.013840291721,19.1496108166259,3.86042106636546e-07,1.11020477780841e-05,2.15805371332697
"19117","AT5G61290",NA,5.79305770959752,5.09521602900347,19.1491459487847,3.86104425612219e-07,1.11020477780841e-05,2.15803149389204
"17212","AT5G35170",NA,146.907787656358,111.84429350178,19.1446895091533,3.86702429502994e-07,1.11030810936078e-05,2.15781841434686
"128","AT1G02560","CLPP5",119.625211839684,190.237663548031,19.122063887677,3.89754949037149e-07,1.11744836912625e-05,2.15673453383935
"15794","AT5G10250","DOT3",4.78968184641092,2.4100863966251,19.1044376181728,3.92152120561155e-07,1.12106700283141e-05,2.15588775280567
"16169","AT5G14970",NA,47.2770946804128,59.6048246260867,19.1082573179228,3.91631211482806e-07,1.12106700283141e-05,2.15607143282249
"541","AT1G07320","EMB2784",204.570316230407,321.561563990139,19.086159822896,3.94655755150287e-07,1.12496822326678e-05,2.15500744920522
"4224","AT1G69523",NA,7.86274982081562,4.98238899255415,19.0888475462238,3.94286453537468e-07,1.12496822326678e-05,2.15513703878371
"1763","AT1G21980","ATPIP5K1",-104.6931990483,105.702147931686,-19.0676203172724,3.97213961999431e-07,1.1290021014873e-05,2.15411222143017
"12426","AT4G05180","PSBQ",1572.95688617669,1016.59611465199,19.0702965186074,3.968435110433e-07,1.1290021014873e-05,2.15424159327143
"289","AT1G04420",NA,77.7592305878521,103.66790510621,19.0484589936983,3.99877954932099e-07,1.13213829152888e-05,2.15318450429652
"3183","AT1G53450",NA,-30.1609936881854,25.7314236640031,-19.047321696549,4.00036715342288e-07,1.13213829152888e-05,2.1531293618647
"10629","AT3G45300","ATIVD",-151.127187564862,139.002767974432,-19.0523942251646,3.99329175004936e-07,1.13213829152888e-05,2.15337523770858
"1264","AT1G15670","KFB01",-55.8776196393044,46.8438796682896,-19.042415856094,4.00722371634741e-07,1.13245632750682e-05,2.15289139820379
"10794","AT3G47960","AtNPF2.10",31.2677883709622,46.2612579080167,19.0278639504869,4.02764126209658e-07,1.13660036416365e-05,2.15218457012233
"10588","AT3G44630",NA,24.461743616864,22.8264363672919,19.0172791378621,4.0425675223517e-07,1.13918514745414e-05,2.15166952158219
"17156","AT5G28145",NA,-5.83742195061331,4.33985498243843,-19.0052442140345,4.05961571061618e-07,1.14235966876798e-05,2.15108297489171
"5084","AT1G79850","CS17",190.590781471247,258.580965257969,18.9967249176688,4.07173359174149e-07,1.14251456493269e-05,2.15066716571704
"12760","AT4G12830",NA,25.8601658059758,16.9199673484107,18.9995601055974,4.06769621470291e-07,1.14251456493269e-05,2.15080560098463
"139","AT1G02730","ATCSLD5",62.0180054081127,60.0102209010144,18.9882018884319,4.08389826382232e-07,1.14268167568762e-05,2.15025067260607
"3873","AT1G64770","NDF2",62.5405087690295,79.7855153575173,18.9899104034745,4.08145641730864e-07,1.14268167568762e-05,2.15033420251301
"4561","AT1G73650",NA,27.0939985608247,23.1406723475554,18.9733696939253,4.10516722823019e-07,1.14693496736207e-05,2.14952467188732
"14620","AT4G35250","HCF244",282.730953419092,201.060526771067,18.9695177583138,4.11071153635894e-07,1.14693496736207e-05,2.14933587927634
"12370","AT4G04410",NA,3.7673748701256,3.10834911267091,18.9498313040145,4.13918165216991e-07,1.15324956779922e-05,2.14836938865166
"3734","AT1G62960","ACS10",28.6208805694754,29.2308114305214,18.9284533593531,4.17035410662251e-07,1.15732490460105e-05,2.14731679671636
"7727","AT2G42975",NA,25.0918351739125,16.543881886883,18.9277497166548,4.17138469209249e-07,1.15732490460105e-05,2.14728209698156
"14071","AT4G28720","CKRC2",-12.7341830812763,12.1798762739276,-18.9333275973795,4.16322309002712e-07,1.15732490460105e-05,2.14755707188492
"17865","AT5G45280","PAE11",-40.2498812395067,69.9654963626049,-18.9193826955465,4.1836617791937e-07,1.15910315268152e-05,2.14686921652287
"4102","AT1G68010","ATHPR1",1109.82353806422,723.821498155665,18.9040044685184,4.20633465149602e-07,1.1637525869139e-05,2.14610907993441
"5458","AT2G05620","AtPGR5",91.737973752595,99.0428623471929,18.8834156989588,4.23691039791846e-07,1.16999682363807e-05,2.145088786607
"9937","AT3G22060","CRRSP38",30.8907815225155,22.0594452712838,18.880842361103,4.24074985180144e-07,1.16999682363807e-05,2.14496105275441
"646","AT1G08550","AVDE1",31.3140816645306,43.0522910451015,18.8696380281778,4.25751338495011e-07,1.17131832313479e-05,2.14440435356885
"1607","AT1G19830","SAUR54",-4.43495903544236,2.80492168036515,-18.8618183891521,4.26925783465147e-07,1.17131832313479e-05,2.14401530059774
"10275","AT3G26590",NA,6.22048672460682,6.86641485261201,18.8732828208763,4.25205185672545e-07,1.17131832313479e-05,2.14458554630309
"13503","AT4G21850","ATMSRB9",-136.513468289534,181.876288136649,-18.8646318198546,4.26502802596648e-07,1.17131832313479e-05,2.14415532794591
"4639","AT1G74500","ATBS1",8.44048819625896,7.40296900314935,18.8173171187483,4.33680585141461e-07,1.18820059346524e-05,2.14179295145075
"11489","AT3G56310","AGAL3",-49.504447646167,153.20460872315,-18.8034356546592,4.35812629041001e-07,1.19238818200498e-05,2.14109683694502
"3913","AT1G65310","ATXTH17",-250.24226809635,160.970224955678,-18.7968542477934,4.36827656473841e-07,1.19351224425785e-05,2.14076631695465
"5643","AT2G16280","KCS9",174.40556472971,169.637840067221,18.7614374544306,4.42336581910848e-07,1.20689459103134e-05,2.13898233614003
"3161","AT1G53180",NA,-29.6002443808723,35.4015962493742,-18.7541761175546,4.43475857173369e-07,1.208334080359e-05,2.1386154590649
"13163","AT4G17300","ATNS1",43.5457976515719,59.4464831111704,18.743718261211,4.45122565166834e-07,1.21115029646083e-05,2.13808640923065
"15347","AT5G04490","VTE5",28.9949209859484,36.5714346155956,18.7305968768472,4.47198592211695e-07,1.21512530819117e-05,2.13742149493354
"5725","AT2G17440","PIRL5",-47.3282699948331,84.1851611444331,-18.7125262553463,4.50075854170326e-07,1.21803709950759e-05,2.13650373695927
"6048","AT2G21530",NA,57.3217161116615,54.9179643232811,18.7194290169442,4.48974278692542e-07,1.21803709950759e-05,2.13685458972626
"15783","AT5G10120","EIL4",-10.9363736894956,8.6854828055004,-18.7122499196775,4.50120017535964e-07,1.21803709950759e-05,2.13648968418342
"16118","AT5G14390",NA,-31.6411811970445,56.8907619067919,-18.7017373185176,4.518038108363e-07,1.22092099579484e-05,2.13595466315251
"13009","AT4G15620","CASPL1E2",41.5388046279581,22.673366532259,18.6875839373526,4.54082152571202e-07,1.22372971922122e-05,2.13523307716231
"16584","AT5G19850",NA,26.6725364056699,19.9864007326247,18.6901272536796,4.53671773820533e-07,1.22372971922122e-05,2.13536285167884
"13072","AT4G16370","ATOPT3",48.4104489307841,56.8219244835094,18.6833137215048,4.54772133202151e-07,1.22391944404296e-05,2.13501507996184
"16594","AT5G19940","FBN6",383.323299589475,333.462030986286,18.6767962461834,4.5582754212262e-07,1.22509078463813e-05,2.13468210139543
"6274","AT2G24762","AtGDU4",6.5395247168531,5.45524468469388,18.6704573028247,4.56856732633439e-07,1.226188572886e-05,2.13435794542121
"2029","AT1G26560","BGLU40",28.9197212349357,40.7902413804441,18.6561658512962,4.5918687243265e-07,1.23077034980116e-05,2.13362603805159
"263","AT1G04110","AtSDD1",13.8801183348604,10.0034051674942,18.5996176383176,4.68541203809856e-07,1.23508280945874e-05,2.13071526344476
"785","AT1G10070","ATBCAT-2",-92.1433506885314,60.8413003147565,-18.5972451237433,4.68938415845221e-07,1.23508280945874e-05,2.13059262222844
"2946","AT1G50020",NA,79.54016836901,60.2747314013046,18.6057592229948,4.6751475390467e-07,1.23508280945874e-05,2.13103254299488
"6142","AT2G22860","ATPSK2",-13.3657324068703,7.65042695136779,-18.5762454133261,4.72471104031038e-07,1.23508280945874e-05,2.12950526722388
"7114","AT2G35830",NA,15.8052535968826,11.4160559814525,18.64245476425,4.61435190639108e-07,1.23508280945874e-05,2.13292244059934
"7519","AT2G40490","HEME2",260.797969205698,285.848711165622,18.5975920223555,4.68880313185541e-07,1.23508280945874e-05,2.13061055689874
"7809","AT2G43910","ATHOL1",205.378925669431,244.975373702559,18.6054194479464,4.67571473535067e-07,1.23508280945874e-05,2.13101499724601
"8233","AT3G01810",NA,28.5958267653027,43.4807932074448,18.5887462447214,4.70364487438094e-07,1.23508280945874e-05,2.13015295015813
"9900","AT3G21420","LBO1",5.2116497406127,4.3404205325951,18.5924857243742,4.69736409375726e-07,1.23508280945874e-05,2.13034647070954
"9979","AT3G22550",NA,5.47301924485208,4.78119632562634,18.6355316557477,4.62575218221509e-07,1.23508280945874e-05,2.13256664812123
"10042","AT3G23410","ATFAO3",47.3029340255545,26.8772656154568,18.598264967229,4.68767623975415e-07,1.23508280945874e-05,2.13064534561997
"11684","AT3G59010","PME35",-24.9213779101472,16.5818097304581,-18.6076486055946,4.67199497532024e-07,1.23508280945874e-05,2.13113009377075
"13529","AT4G22200","AKT2",16.5370448188022,12.0319466577501,18.5773331440175,4.7228737305794e-07,1.23508280945874e-05,2.12956167015443
"15702","AT5G08640","ATFLS1",28.184126526337,17.0476871709682,18.6244978154207,4.6439883459156e-07,1.23508280945874e-05,2.13199886505544
"16519","AT5G19140","AILP1",-135.790164743622,302.43021925533,-18.5767032064318,4.72393767219388e-07,1.23508280945874e-05,2.12952900659611
"16993","AT5G25460","DGR2",-536.964859590505,611.788517841429,-18.5750376434047,4.72675207021772e-07,1.23508280945874e-05,2.12944262945635
"17476","AT5G40500",NA,5.1671979896111,3.53901191566256,18.6162721317834,4.65763691889086e-07,1.23508280945874e-05,2.13157499897693
"17842","AT5G44920","AtTIK",-25.9975334228832,25.6429402930053,-18.6288799155056,4.63673599591846e-07,1.23508280945874e-05,2.13222446838585
"18537","AT5G53970","AtTAT1",45.1864110696886,43.8602723899801,18.6216172111125,4.64876280707748e-07,1.23508280945874e-05,2.13185048571635
"12156","AT4G01335",NA,-6.75581293621004,4.01081607932028,-18.5503777327229,4.76864688622319e-07,1.24438375945116e-05,2.12816132330549
"2069","AT1G27030",NA,-52.3497700681522,57.477152028374,-18.5287394209847,4.80575893055225e-07,1.25111273139848e-05,2.12703325893483
"15015","AT4G39840",NA,-66.0219083919549,92.5708990800835,-18.5279610063854,4.80710014747113e-07,1.25111273139848e-05,2.12699261240962
"5891","AT2G19660",NA,-34.3130046512093,29.3786510120066,-18.4956644197035,4.863127303884e-07,1.26086321019647e-05,2.12530214725784
"6478","AT2G27385",NA,132.530784287049,188.411412128404,18.4990623597582,4.85719758678173e-07,1.26086321019647e-05,2.125480373292
"12694","AT4G11900",NA,4.96548468375417,4.49570576101426,18.495329341825,4.86371249453129e-07,1.26086321019647e-05,2.12528456728095
"17193","AT5G30510","ARRPS1",235.422344612269,397.339800021683,18.4791628579529,4.89204221200886e-07,1.26654524057697e-05,2.12443537494279
"9173","AT3G13061",NA,2.18926003782324,1.24463888686559,18.4738684090237,4.90136111442322e-07,1.26729695620833e-05,2.1241568366788
"1185","AT1G14740","OBE3",-84.7553185274801,128.326866901617,-18.4690993052956,4.90977275253104e-07,1.26781243076468e-05,2.12390575391688
"14382","AT4G32500","AKT5",-8.09582422554634,4.24223739937212,-18.4614732657637,4.92325777323402e-07,1.26797958347412e-05,2.12350389968909
"17795","AT5G44380","AtBBE24",-214.614767110367,312.470195078579,-18.4631957339223,4.92020825157307e-07,1.26797958347412e-05,2.12359470393115
"10208","AT3G25790","HHO1",3.64111484736415,2.3658717892492,18.4528459979389,4.9385644232743e-07,1.27026564605938e-05,2.12304875082242
"1811","AT1G22630",NA,30.2267122302432,25.9362975102572,18.4174881712906,5.00186900324074e-07,1.28487542639815e-05,2.12117742570393
"13782","AT4G25300",NA,4.4319353232379,4.51874119755301,18.4133177841802,5.00939675075047e-07,1.2851379664198e-05,2.12095607375555
"51","AT1G01600","CYP86A4",-29.6267685412922,19.0220557341643,-18.398665686322,5.03594755852785e-07,1.28716486007888e-05,2.12017732103987
"7115","AT2G35840","SPP2",53.4695298864743,59.4600733858389,18.3910138714226,5.0498773238895e-07,1.28716486007888e-05,2.11976997193961
"10288","AT3G26720",NA,-89.2615483115201,163.538191563797,-18.3924596098754,5.0472420477191e-07,1.28716486007888e-05,2.11984697138085
"10907","AT3G49350",NA,-31.0186312242501,37.2209954943135,-18.3986069737329,5.03605427432167e-07,1.28716486007888e-05,2.12017419716037
"14519","AT4G34090","PAB",29.7690670895456,35.8725563704715,18.3950998010354,5.04243359998695e-07,1.28716486007888e-05,2.11998754520492
"11337","AT3G54510",NA,-22.6222347193314,17.154400255321,-18.3865432642033,5.05803627447639e-07,1.28758310007741e-05,2.1195317669671
"12314","AT4G03100","ROPGAP2",13.0799871530077,11.9957738864346,18.3823061193912,5.06578309054565e-07,1.28789548482161e-05,2.11930585871894
"3616","AT1G61300",NA,3.03895747778437,1.55682190506296,18.3566394607119,5.11300123524218e-07,1.29324233547982e-05,2.11793443578654
"6714","AT2G30570","PSBW",1478.50915512568,997.328606306588,18.3587576879354,5.10908537140544e-07,1.29324233547982e-05,2.11804781078249
"16529","AT5G19230",NA,-59.3356086485133,53.3618930974848,-18.3596083697944,5.10751372397955e-07,1.29324233547982e-05,2.11809333245547
"16744","AT5G22440","RPL10AC",44.4654850556272,60.072564085901,18.3651567495722,5.09727658310865e-07,1.29324233547982e-05,2.11839009925516
"7704","AT2G42690",NA,116.808619675698,99.4671653569771,18.3438339572284,5.13674748540117e-07,1.29758708218177e-05,2.11724829610329
"1096","AT1G13820",NA,33.2122535159817,35.1776168704374,18.3319620204028,5.15887544743739e-07,1.30151245962552e-05,2.11661103603394
"17824","AT5G44670","GALS2",-31.8902617906549,47.99944704888,-18.3264472165075,5.16919154874812e-07,1.30245165630064e-05,2.11631463860506
"11587","AT3G57610","ADSS",41.8307282554323,70.1752425396599,18.3137575455248,5.19301895871961e-07,1.30678849058022e-05,2.11563171814978
"282","AT1G04310","ERS2",-44.4343693503236,36.582907816003,-18.3037095123836,5.21197542690433e-07,1.30873990888861e-05,2.11509006695221
"8041","AT2G46660","CYP78A6",-7.87015491656312,7.84062113560088,-18.3026261363306,5.21402403713342e-07,1.30873990888861e-05,2.11503161891778
"6850","AT2G32430","B3GALT3",-32.2349331894285,25.3877625338783,-18.2975092273535,5.22371233086529e-07,1.30950778405981e-05,2.11475543745183
"18758","AT5G56850",NA,55.4647520873091,37.718300856381,18.2864492446029,5.24472370043959e-07,1.31310864358028e-05,2.11415777878898
"1163","AT1G14540","PER4",-7.57202377335426,5.33382386928442,-18.279274082667,5.25840659053856e-07,1.3148678960696e-05,2.11376953218567
"14339","AT4G31990","AAT3",53.0607204664186,141.585259285314,18.2723051805582,5.27173530026291e-07,1.31653424932229e-05,2.11339205718173
"6764","AT2G31280","CPUORF7",-30.953984035345,43.9938597151377,-18.2601000777418,5.29517209825961e-07,1.319052076028e-05,2.11273003476365
"13112","AT4G16760","ACX1",-179.399651191195,238.626164676899,-18.2633196617585,5.28897813792435e-07,1.319052076028e-05,2.11290478415234
"18774","AT5G57030","LUT2",71.6638470710217,94.0957935367742,18.2479953569457,5.31853408168433e-07,1.32320305100242e-05,2.11207229144774
"5845","AT2G18969",NA,-13.7515459158957,11.0714186089143,-18.2386082338019,5.33673241937687e-07,1.32606053097322e-05,2.11156141533687
"6355","AT2G25870","AtYbeY",35.2026158923494,60.3762774486052,18.2340744714236,5.34554732769316e-07,1.32658218481471e-05,2.11131442306908
"1371","AT1G16905",NA,4.48192346197536,4.26050874124138,18.2161467083629,5.38056766663615e-07,1.32896078501522e-05,2.11033614212645
"1468","AT1G18060","FBN-like",122.659224827485,75.0453460907098,18.2030200100141,5.4063762110909e-07,1.32896078501522e-05,2.10961821743959
"5428","AT2G04842","EMB2761",79.7086037500032,127.101189857084,18.1983055104134,5.41568002398121e-07,1.32896078501522e-05,2.10936003561935
"7890","AT2G44920",NA,49.0282648594516,59.6559054584237,18.2079339013921,5.39669838755995e-07,1.32896078501522e-05,2.10988712915511
"12030","AT3G63490","EMB3126",339.028728664185,505.488481598791,18.2058795383662,5.40074200415586e-07,1.32896078501522e-05,2.1097747280661
"12578","AT4G10250","ATHSP22.0",-4.68636536441966,2.38922231311393,-18.2168735960196,5.3791426532877e-07,1.32896078501522e-05,2.11037585676947
"13127","AT4G16890","BAL",24.7360437072129,20.561078797596,18.2008827487551,5.41059171170421e-07,1.32896078501522e-05,2.10950119590819
"16261","AT5G16150","GLT1",77.5897004001283,190.481206286766,18.217146558871,5.37860763999886e-07,1.32896078501522e-05,2.1103907694313
"17181","AT5G28770","AtbZIP63",32.9023050184472,49.5859044463452,18.2040072313151,5.40443030142572e-07,1.32896078501522e-05,2.10967225844446
"6055","AT2G21620","RD2",-66.8267845525603,116.61647465288,-18.1840756710294,5.44387324945243e-07,1.33091921002083e-05,2.10857968070151
"6369","AT2G26040","PYL2",2.92451658045116,1.78423940477718,18.1841431824908,5.44373909440429e-07,1.33091921002083e-05,2.10858338682428
"10218","AT3G25910","SIZ1",-47.4448025997866,86.179562817641,-18.1845630217678,5.44290489796167e-07,1.33091921002083e-05,2.10860643358347
"7664","AT2G42200","AtSPL9",3.5166921711626,2.47940044395068,18.1538752253688,5.50426742324274e-07,1.34306254988874e-05,2.10691811016412
"11277","AT3G53840","WAKL15",-3.54713985622952,2.25672079031722,-18.1507584856024,5.51054377702494e-07,1.34306254988874e-05,2.10674621411133
"14660","AT4G35770","ATSEN1",-366.185904756552,361.586897251705,-18.1490736176911,5.51394010306654e-07,1.34306254988874e-05,2.10665325668294
"3123","AT1G52660",NA,2.70507570615151,2.09133072608996,18.1219142270286,5.56901966612784e-07,1.35229294312941e-05,2.10515164594197
"7196","AT2G36870","AtXTH32",53.5644387686928,44.931009073538,18.1169191885157,5.57921812620466e-07,1.35229294312941e-05,2.10487482390261
"12423","AT4G05150",NA,-49.8385086281321,100.881070102824,-18.1173467415881,5.57834434680815e-07,1.35229294312941e-05,2.10489852658384
"17813","AT5G44572",NA,4.98010002230854,3.79485292388885,18.1237375876085,5.56530219863097e-07,1.35229294312941e-05,2.10525264492376
"19617","AT5G67030","ABA1",311.294435323308,212.331688767829,18.1097024135759,5.5939905455525e-07,1.3542118779025e-05,2.10447451577938
"3166","AT1G53240","mMDH1",114.903506161735,232.312802102329,18.099575214737,5.61479607633661e-07,1.35644757857332e-05,2.10391205293765
"17835","AT5G44790","AtHMP51",-127.755073871573,229.934526073387,-18.0985247730063,5.6169591944567e-07,1.35644757857332e-05,2.103853663665
"15582","AT5G07240","IQD24",35.3697792925395,22.3698898729595,18.0850077776548,5.64487934720172e-07,1.36152559981224e-05,2.10310151048862
"12721","AT4G12310","CYP706A5",50.0008118574337,37.1536267341984,18.058554652753,5.69998102289143e-07,1.37313933080728e-05,2.10162519280592
"13338","AT4G19520",NA,6.42025566936658,5.4063998078608,18.0354570534976,5.74859736355218e-07,1.38316434006833e-05,2.10033143337794
"2589","AT1G34630",NA,-49.4452710431285,50.4739916695782,-18.0316195350161,5.75672057950842e-07,1.38343379960595e-05,2.10011605672903
"17921","AT5G45950",NA,124.101203366468,135.549610266822,18.0206176032624,5.78008231420719e-07,1.38736021913547e-05,2.09949790925916
"2808","AT1G48130","ATPER1",-24.579386088379,24.0811004261076,-18.0125117424464,5.79736394753145e-07,1.38981950751864e-05,2.09904183657419
"19439","AT5G65140","TPPJ",-5.8502899709655,4.64007877319632,-18.0000689633413,5.82400712355049e-07,1.39451438446808e-05,2.09834068716855
"108","AT1G02280","ATTOC33",-61.60438023693,110.020051645612,-17.9898085711459,5.84608277932302e-07,1.39810555959742e-05,2.09776154567445
"3650","AT1G61795","RIC9",7.04500844701208,6.46052152715489,17.9851140516195,5.85621517457843e-07,1.39883524254682e-05,2.09749627375399
"13831","AT4G25910","ATCNFU3",30.8289331448009,28.3207667173583,17.9793077505774,5.86877501143413e-07,1.40014228956364e-05,2.09716792419677
"5828","AT2G18750","CBP60C",-35.8254774635286,93.0530503142247,-17.9591255006287,5.91267262991219e-07,1.40852088329464e-05,2.09602441304177
"6917","AT2G33380","AtCLO3",-18.5909408203047,11.1271763858348,-17.9403690320919,5.95380650780108e-07,1.40852088329464e-05,2.09495862227506
"9574","AT3G17609","HYH",22.8012433877387,18.903006980561,17.9423918522573,5.94935463144885e-07,1.40852088329464e-05,2.09507370642525
"11297","AT3G54050","cfbp1",663.814379090422,480.543016905727,17.9443197018881,5.9451153164851e-07,1.40852088329464e-05,2.09518335537381
"12795","AT4G13310","CYP71A20",-9.41131252087608,5.93644125510489,-17.9416456197737,5.95099651579155e-07,1.40852088329464e-05,2.09503125508814
"15073","AT5G01330","PDC3",-22.7375677033212,15.9770019977966,-17.9531009760261,5.92584913048725e-07,1.40852088329464e-05,2.09568240632047
"19142","AT5G61560","PUB51",-10.0969158722319,9.74189527132508,-17.9554737416608,5.92065554112937e-07,1.40852088329464e-05,2.09581714241174
"14712","AT4G36380","ROT3",-35.290082523537,56.2134375698957,-17.931702609161,5.97292303932452e-07,1.41135313060785e-05,2.09446517400527
"17839","AT5G44870","LAZ5",17.4078912294956,16.5484915403573,17.9147343884866,6.01055572241924e-07,1.41854859905221e-05,2.09349720333668
"3370","AT1G55910","ZIP11",5.74144394370991,5.71985372100073,17.9024694845213,6.03792633486565e-07,1.42040903431621e-05,2.09279602217296
"13390","AT4G20260","ATPCAP1",-522.415256840211,570.76695583473,-17.9019341566313,6.03912423076704e-07,1.42040903431621e-05,2.09276538859106
"14793","AT4G37270","ATHMA1",50.9265482993511,72.7089397761998,17.9015383629138,6.04001006796405e-07,1.42040903431621e-05,2.09274273814424
"13677","AT4G24140",NA,7.04841811105423,5.32342004359159,17.8974205647469,6.04923506248861e-07,1.4208869134887e-05,2.09250700632115
"7977","AT2G45970","CYP86A8",35.8182099707502,79.9535385448928,17.8729898331523,6.10429959161814e-07,1.42913034930879e-05,2.09110545465514
"12564","AT4G10060","GCD3",59.6017430763264,94.3502995268221,17.8773778661395,6.09436723234469e-07,1.42913034930879e-05,2.09135756338486
"14938","AT4G38950",NA,30.0946321244931,28.8086848090183,17.8722242941133,6.10603429592293e-07,1.42913034930879e-05,2.09106145478482
"9897","AT3G21380","JAL36",9.9079678613303,7.81460040751499,17.8624886005276,6.12814460254054e-07,1.43260791098918e-05,2.09050145296708
"6543","AT2G28305","ATLOG1",17.2751523409935,16.0077592803291,17.8507009687546,6.15503779404702e-07,1.43719404945159e-05,2.08982233843226
"8169","AT3G01120","AtCGS1",203.180379345767,373.961664088046,17.8457615409641,6.16634714277485e-07,1.43813484602567e-05,2.08953741212938
"18009","AT5G47190","PRPL19",123.682681153634,197.876508389178,17.8389731868326,6.18192865468416e-07,1.44006861609235e-05,2.08914549091237
"7016","AT2G34650","ABR",-9.40254600097695,8.39873410563783,-17.8353237904986,6.19032385625858e-07,1.44032576509461e-05,2.08893463191768
"10033","AT3G23290","LSH4",4.55841739379322,4.66578756526955,17.8267740073488,6.2100432582806e-07,1.44151814951909e-05,2.08844018462637
"17802","AT5G44460","CML43",-7.74128046667615,7.45001986553786,-17.8277918225132,6.20769197951619e-07,1.44151814951909e-05,2.08849907942686
