"","ID","NAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"11282","AT3G53890","EVR1",19.0077702602072,42.2368382869948,2.25169888919411,0.060386275844816,0.0935437965055282,-3.82301195462705
"16238","AT5G15870",NA,-8.56995642050975,42.0547405820563,-2.25113597769577,0.0604356587792451,0.0936129540912105,-3.8236867943508
"11838","AT3G61070","PEX11E",-9.55615738014982,47.3152192587588,-2.25099183689599,0.0604483105242541,0.0936201603809249,-3.82385959632774
"16107","AT5G14250","COP13",-3.5866361705688,34.1590874348783,-2.25097498675527,0.0604497896961981,0.0936201603809249,-3.82387979698946
"1276","AT1G15810",NA,-5.67453436762421,31.5237955569723,-2.2508055459843,0.0604646659229038,0.0936358584698214,-3.82408292990945
"2878","AT1G49032",NA,-4.79311318929074,5.19077681238288,-2.25058119098271,0.0604843691292966,0.093659028594507,-3.82435189681093
"17178","AT5G28646","WVD2",-0.291663561025061,0.858180475322235,-2.24987220342799,0.0605466764496089,0.0937481616699777,-3.82520186626087
"1297","AT1G16022",NA,-0.452329656634027,1.51295739501435,-2.24966497705246,0.0605649002633625,0.0937690289052796,-3.82545030041852
"19575","AT5G66540",NA,5.57758018223913,20.5082278491354,2.24954136881247,0.0605757732221526,0.0937785128707213,-3.82559848883612
"1905","AT1G23940",NA,0.356336572441351,0.886062568021842,2.24939808041716,0.0605883797915521,0.0937906789751838,-3.82577027109431
"9878","AT3G21210",NA,-0.310912267799841,0.719466784979928,-2.24932214545552,0.0605950616607638,0.0937936724687923,-3.82586130631202
"19716","ATCG00720","PETB",4.77889369832683,8.19974914489412,2.248961248679,0.0606268288849611,0.093835491482686,-3.82629397093919
"1921","AT1G24150","ATFH4",-1.43686930174088,8.19420379318165,-2.24817109821961,0.0606964394482155,0.0939358715810129,-3.82724125468052
"9471","AT3G16270","MTV1",-6.25653538822514,62.9402923823408,-2.24786040558674,0.0607238330566529,0.0939709046769386,-3.82761373474081
"2301","AT1G30240",NA,1.0217394739465,6.85076980607912,2.24747837096066,0.060757534082161,0.0940149138548764,-3.82807174573915
"8537","AT3G05320","AtOFT1",-1.26130543912152,5.98917484417961,-2.24743013805286,0.0607617902797007,0.0940149138548764,-3.82812957096073
"1341","AT1G16550",NA,0.841657335053137,3.52270769805375,2.24736084343511,0.0607679055479888,0.0940170117633906,-3.82821264657271
"4219","AT1G69460",NA,12.9115638509161,77.0058286997338,2.24669718631755,0.0608265051640534,0.0940929352396797,-3.82900829085436
"9996","AT3G22810","FL2",-1.83390762777948,8.72188770257309,-2.246710237989,0.0608253521736,0.0940929352396797,-3.82899264344916
"9348","AT3G14920",NA,-9.56312804314028,44.1054166480759,-2.2458631422944,0.060900231075011,0.0941996057204423,-3.83000821362448
"2419","AT1G31830","AtPUT2",-3.82872341592441,26.2738840293244,-2.24580152830179,0.0609056810891323,0.0942006595861822,-3.83008208193781
"16129","AT5G14520","PES",5.04374392638679,46.4907014107737,2.24557459730247,0.0609257583564913,0.0942243349701815,-3.83035414719399
"336","AT1G04960",NA,-3.47975689828604,26.3898098451251,-2.24512026961966,0.0609659743101268,0.0942791495633509,-3.83089883726641
"4643","AT1G74560","NRP1",7.33427153939753,46.8651002440571,2.24351863174721,0.0611079626352012,0.0944913263323494,-3.83281904196115
"7959","AT2G45730","AtTRM6",-3.68036413010651,26.5589226285478,-2.24337721506727,0.0611205156359437,0.0945033395329079,-3.83298858745657
"15221","AT5G03080","LPPgamma",4.84210396893859,36.2091750894131,2.24326161218564,0.0611307791943424,0.0945118112393394,-3.83312718471093
"8303","AT3G02600","ATLPP3",-5.05955581826317,36.7012079890499,-2.24289044849593,0.0611637440215608,0.0945553763814299,-3.8335721766097
"7999","AT2G46225","ABIL1",7.0256913058903,37.7233202598235,2.2425272918033,0.0611960151930547,0.0945978624402225,-3.83400756981681
"1460","AT1G17930","MAIN",-1.6578881274738,11.4806924137763,-2.24138458429573,0.0612976724611835,0.0947461141088717,-3.83537758262349
"6851","AT2G32440","ATKAO2",-3.18278879688218,34.754897831324,-2.24134145330049,0.0613015128290721,0.0947461141088717,-3.83542929333668
"10936","AT3G49720","CGR2",9.82877580415699,121.424375462374,2.24123708814477,0.0613108064754885,0.0947530645530276,-3.83555441910486
"2383","AT1G31310",NA,1.12018531482286,7.40808868144879,2.24093553921816,0.0613376672478238,0.0947871609804827,-3.83591595341558
"19089","AT5G60920","COB",-18.4077248642834,208.530453123293,-2.2405251652191,0.0613742409310381,0.0948362605875881,-3.83640796172509
"3262","AT1G54440","AAtrimmer1",-2.0108325357812,15.349141459316,-2.24015486715665,0.061407261950516,0.0948798633219001,-3.83685192288555
"993","AT1G12500",NA,-7.71120402203226,56.4269843632537,-2.2387737690586,0.0615305794942261,0.0950629647527719,-3.83850776947915
"18542","AT5G54040",NA,0.617181607747103,1.70604942092938,2.23871175566822,0.0615361225361398,0.0950640935777669,-3.83858211977063
"7155","AT2G36340","GPL3",-1.63528297623469,7.73477494939137,-2.23864906799441,0.0615417263641628,0.0950653161243097,-3.83865727851076
"549","AT1G07420","ATSMO1",-8.69735754000594,28.9742547933207,-2.23788920413746,0.0616096939766815,0.0951628661205229,-3.83956831131847
"7562","AT2G41000","ATJ72",0.75393723078376,2.87942486711753,2.23751735791881,0.0616429823206254,0.0952068391525907,-3.84001413465874
"12908","AT4G14570","AARE",4.439972414755,41.9473974012905,2.23718909443528,0.0616723842417335,0.0952448032453447,-3.84040770533351
"4828","AT1G76870",NA,-0.685485632465534,2.74219188175414,-2.2366784186362,0.0617181527971898,0.0952931366543447,-3.84101997999296
"19053","AT5G60410","ATSIZ1",-4.27632509983161,79.9861888802046,-2.23670766124771,0.0617155310409111,0.0952931366543447,-3.84098491953018
"19219","AT5G62580",NA,-4.83558916098908,38.6504213796897,-2.23673979474844,0.0617126502314163,0.0952931366543447,-3.84094639303786
"10274","AT3G26580",NA,4.36712880536683,64.2540024173156,2.23600807120763,0.0617782840510176,0.0953785246693085,-3.84182369508088
"7877","AT2G44750","TPK2",-0.570099902741098,3.56967985973581,-2.23586641677687,0.0617909982967107,0.0953906986834341,-3.84199353239703
"12064","AT4G00300",NA,-8.68581845449704,49.1354107030564,-2.23578671818074,0.061798152841731,0.0953942886016687,-3.84208908748925
"264","AT1G04120","ABCC5",-18.6613856519984,116.234846086064,-2.2355767087361,0.0618170094243586,0.0954159403163603,-3.84234087968367
"6649","AT2G29700","ATPH1",-4.61560285058894,44.1917223358873,-2.23525325832455,0.0618460632128018,0.0954533270338064,-3.84272868310746
"457","AT1G06380",NA,0.800266401894984,5.45017894092171,2.2348895753348,0.0618787474365455,0.0954963106923062,-3.84316472432674
"8432","AT3G04040",NA,-0.256317627514961,0.710097211540298,-2.23481927679979,0.0618850671949995,0.0954986030286712,-3.84324900950712
"7506","AT2G40330","PYL6",0.886550173675996,3.59570923713816,2.23466796712954,0.061898671986191,0.0955121361049224,-3.84343042393654
"13715","AT4G24530",NA,-1.9050482621069,13.3440878695438,-2.23412426967811,0.0619475828281514,0.095580141465852,-3.84408229701536
"9740","AT3G19540","BDR4",-3.77985842373134,43.1680345319021,-2.2334750155931,0.0620060409246939,0.0956628657002814,-3.84486073039524
"15881","AT5G11260","HY5",-2.48710325428954,18.6783176954937,-2.23333862465195,0.0620183285269278,0.0956743507786748,-3.8450242586993
"7078","AT2G35410",NA,13.4720628757546,60.7726407202277,2.23323820578629,0.0620273769475613,0.0956808374373048,-3.84514465770738
"8379","AT3G03450","RGL2",3.0337483458962,13.1185738957287,2.23280736376511,0.062066213949525,0.0957332701146964,-3.84566122401276
"5442","AT2G05180","CYP705A6",-0.459530077221275,1.23335045342775,-2.23237710275686,0.0621050232167185,0.0957856518287834,-3.84617709449654
"3036","AT1G51540",NA,-3.22966826988817,25.1857412081898,-2.23208535167684,0.0621313529932465,0.0958187795322501,-3.84652689602886
"16645","AT5G20580",NA,1.74865100948924,11.0918542603016,2.2318186155262,0.0621554351541136,0.095848436068256,-3.84684670565137
"8784","AT3G08000",NA,0.503700234352615,0.722294362873929,2.23152215037533,0.0621822125046672,0.0958822438386696,-3.84720215989548
"13341","AT4G19550",NA,-0.515769034751941,2.83935730272734,-2.23134678922446,0.06219805700147,0.0958991896664876,-3.84741241365766
"19692","ATCG00330","RPS14",1.99108036630751,4.65400400867866,2.23107307827815,0.0622227959395908,0.0959298455467632,-3.84774058667254
"2653","AT1G42440",NA,-3.48290825837307,34.3619921443889,-2.23088628373011,0.0622396848085017,0.0959483950138241,-3.8479645491236
"5836","AT2G18860",NA,2.86834386809707,11.8995703939498,2.23010829888656,0.0623100757054857,0.0960447908145638,-3.84889733677724
"13398","AT4G20340",NA,1.23026531965287,9.08073943040513,2.23008771942072,0.0623119388012276,0.0960447908145638,-3.8489220111581
"19093","AT5G60960","PNM1",8.62910512856194,40.6904141958684,2.22982113569261,0.0623360782125754,0.0960745017563559,-3.84924164001535
"9248","AT3G13790","ATBFRUCT1",12.4452119639733,180.37828457597,2.2286461573231,0.0624425867907827,0.0962311483433547,-3.85065041968603
"8465","AT3G04520","THA2",2.22030672818047,16.0283471173767,2.22817398652826,0.0624854397905488,0.0962896776365161,-3.85121654587978
"4431","AT1G72170",NA,1.71269488640972,8.6037299609497,2.22797867102583,0.0625031748457044,0.0963094942201283,-3.85145072663121
"13182","AT4G17510","UCH3",-3.52163002263824,27.3108954243727,-2.22791177583416,0.0625092502430559,0.0963113430544674,-3.85153093312232
"14697","AT4G36150",NA,0.885593097104843,5.24199891490649,2.22659785550582,0.0626287015749876,0.0964878623391285,-3.85310630945122
"2410","AT1G31770","ABCG14",-4.1980900461292,31.5652810719999,-2.22649108525629,0.0626384184590001,0.0964953067331426,-3.85323432602241
"114","AT1G02335","GL22",-5.66760072636351,19.8030683518784,-2.225934767735,0.0626890722323479,0.0965658088644573,-3.85390134616723
"8571","AT3G05685",NA,-0.26653716581307,0.750723862650181,-2.22573837301932,0.0627069642712088,0.0965855141217936,-3.85413682198559
"17493","AT5G40700",NA,1.5709923198518,5.51189488988094,2.22568702099804,0.0627116434203769,0.0965855141217936,-3.85419839269478
"9420","AT3G15650",NA,-0.493051899725872,1.28001970571005,-2.22558549239066,0.0627208956567774,0.0965922330088081,-3.85432012479115
"18761","AT5G56880",NA,-0.362344418729327,0.754374432240475,-2.22527090902986,0.0627495722302033,0.0966288626313873,-3.85469730819527
"15815","AT5G10480","PAS2",-13.5992582474911,172.335493262091,-2.22472906751795,0.0627989962378767,0.0966974332904371,-3.85534697310247
"4173","AT1G68872",NA,-0.826260777181614,2.73748239619738,-2.22451712320296,0.0628183394569407,0.0967196786930948,-3.85560109328585
"13508","AT4G21890",NA,0.582934605081456,3.05706234746257,2.22443914202584,0.0628254579747087,0.0967231000570802,-3.85569459235088
"6900","AT2G33120","ATVAMP722",-15.3068308921421,53.6172396335238,-2.2237613658142,0.0628873633059807,0.0968108614983123,-3.85650724327479
"9430","AT3G15770",NA,-4.12985290111414,18.6208188030751,-2.22323655450162,0.0629353399492665,0.0968771686556386,-3.85713649039497
"6348","AT2G25770",NA,-0.379764429576554,0.757000734259565,-2.22279385322221,0.0629758392135814,0.0969244041936179,-3.85766728813821
"8985","AT3G10820","MED26A",-1.1897518501722,6.79769931440662,-2.22283960974872,0.0629716520835067,0.0969244041936179,-3.85761242616398
"18005","AT5G47120","ATBI-1",-31.076259830359,93.9387436198509,-2.22225583007143,0.0630250943165422,0.0969926544974271,-3.85831237689401
"7101","AT2G35710","PGSIP7",-1.80741252910517,10.9261454087576,-2.22117337424403,0.0631243097280103,0.0971377747423163,-3.85961024030602
"17304","AT5G37475",NA,-8.90302977320554,29.7006293100651,-2.22075638805736,0.0631625719753508,0.0971890829413522,-3.86011020656279
"9589","AT3G17740",NA,-1.76967862512891,11.0313439577084,-2.2195647918095,0.0632720413835555,0.0973499420118977,-3.86153893045602
"10460","AT3G29310","BAG1",-5.93390745672287,33.6135554896492,-2.21941092231028,0.0632861910660475,0.097364129152547,-3.86172342002086
"18453","AT5G52860","ABCG8",0.573689967577478,1.61810946943207,2.21926041701287,0.0633000344843167,0.0973778429408295,-3.8619038759115
"8829","AT3G08950","HCC1",0.672938594317986,3.83368219207684,2.21829996718649,0.0633884486328801,0.0975055483118729,-3.86305545553846
"10359","AT3G27530","GC6",-6.12377304122112,80.5803248011141,-2.21825142206564,0.0633929207739892,0.0975055483118729,-3.86311366115151
"8833","AT3G08990",NA,-0.558426472383541,1.82480837860048,-2.21787519709426,0.0634275907427106,0.0975512790043214,-3.86356475497862
"2208","AT1G29040",NA,3.42660358739686,17.6257268400512,2.21627197424959,0.063575546939294,0.0977712225954701,-3.86548701889937
"5123","AT1G80290",NA,-1.94629429257774,11.8877463825859,-2.21592507325002,0.0636076073176138,0.0978052988987423,-3.8659029529224
"6774","AT2G31390","FRK1",4.98219294487047,86.6663417370051,2.21594425573388,0.0636058340561604,0.0978052988987423,-3.86587995314213
"6030","AT2G21290",NA,5.63818490934173,18.6998292259937,2.21551109277741,0.063645888590676,0.0978489285718899,-3.86639931504099
"12449","AT4G06701",NA,-0.52404198127769,1.64679959285948,-2.2155523628799,0.0636420712467232,0.0978489285718899,-3.86634983224215
"2359","AT1G30935",NA,-0.44479093238145,1.72414056058556,-2.21534400162514,0.0636613463256709,0.0978498471301979,-3.86659965709603
"6648","AT2G29690","ASA2",2.93802926292943,21.4207646115416,2.21539454127987,0.06365667046072,0.0978498471301979,-3.8665390601246
"8201","AT3G01450",NA,-0.810877014710331,2.61637953185705,-2.21542180260494,0.0636541484219369,0.0978498471301979,-3.86650637383496
"18708","AT5G56160","SFH14",-0.597694666608,3.83433977738911,-2.2151276935529,0.0636813628092146,0.097872997816325,-3.86685901012437
"18173","AT5G49015",NA,-0.664417826039984,2.21381362660191,-2.21496454516829,0.0636964642792056,0.0978885915179266,-3.8670546247387
"13336","AT4G19500",NA,5.68062521316972,73.5530711714702,2.21480417600725,0.0637113120343324,0.0979037929153016,-3.86724690703858
"3602","AT1G61100",NA,8.85084091445929,154.944972940612,2.21342607490447,0.0638390480100765,0.0980924513372006,-3.86889924604347
"8799","AT3G08610",NA,21.4413312734648,102.116875012153,2.21298099401335,0.063880357916991,0.0981482920037521,-3.86943289603898
"6113","AT2G22490","ATCYCD2;1",2.55503670689873,19.7151168340187,2.21235375388945,0.0639386208162751,0.0982301692024186,-3.8701849535309
"14557","AT4G34490","ATCAP1",-8.04777308808503,113.419975064253,-2.21153753113644,0.0640145185211349,0.0983391242605568,-3.87116359898567
"1211","AT1G15020","ATQSOX1",3.23193723564343,28.8534929253227,2.21139029886097,0.0640282188528699,0.0983525221788175,-3.87134012931536
"6050","AT2G21550","DHFR-TS3",-1.02041082625976,4.00917289713035,-2.21038970134663,0.0641214056973605,0.0984880062316818,-3.87253983643168
"13890","AT4G26640","AtWRKY20",5.02397354834727,32.9459518189584,2.20994586282704,0.0641627848958581,0.0985439008577812,-3.8730719938771
"11808","AT3G60630","ATHAM2",4.58413451718126,56.220168477623,2.20987757424921,0.0641691538616431,0.0985460207869781,-3.87315387107485
"19210","AT5G62490","ATHVA22B",-1.09925429852886,6.6201967618361,-2.20909932149773,0.064241783225507,0.0986498900681488,-3.87408698599496
"5414","AT2G04560","AtLpxB",-0.702861962312394,3.45319852953361,-2.2088588220362,0.0642642443465018,0.0986755781604592,-3.87437534135921
"6047","AT2G21520","SFH8",-8.98579348660702,111.773607131443,-2.20881324332293,0.0642685020052884,0.0986755781604592,-3.87442998955509
"760","AT1G09812",NA,-0.387347813089707,0.975493743822618,-2.20769509603878,0.0643730413939644,0.0988284028675194,-3.87577062935569
"11135","AT3G52105",NA,-1.13844675369651,5.27871448317019,-2.20680679356948,0.0644562145771292,0.0989484040065753,-3.87683568604899
"2956","AT1G50200","ACD",25.065200858508,312.916002645275,2.20638139933917,0.0644960834568443,0.0990019141041652,-3.87734572410386
"19027","AT5G59980","AtRPP30",-0.455652602974257,3.33238074581405,-2.20629199533206,0.0645044657722376,0.099007087557481,-3.87745291739743
"296","AT1G04520","PDLP2",6.00986338728813,22.6559524458396,2.20615707111699,0.0645171180474799,0.0990188136049971,-3.87761468828693
"8","AT1G01070","UMAMIT28",-2.0005332300506,7.289993700971,-2.20599674714963,0.0645321554066119,0.0990341980968156,-3.87780691277601
"7646","AT2G41950",NA,3.95828007289198,7.31504440877849,2.20582828908306,0.0645479595165256,0.0990507568002366,-3.87800888973999
"17391","AT5G38970","ATBR6OX",-1.6290769099015,11.6967011558827,-2.20570174740387,0.0645598337649355,0.0990612829107143,-3.87816060994012
"16719","AT5G22080",NA,-10.8377562756082,47.8683493601303,-2.20560222258814,0.0645691743953587,0.0990679200781294,-3.87827993757421
"2522","AT1G33410","ATNUP160",-4.24756315143497,34.928798072374,-2.20542207904069,0.064586084758082,0.0990861694867312,-3.87849592484225
"13783","AT4G25315",NA,0.509513767337157,3.54933690377544,2.20522480767105,0.0646046080821048,0.099106890428974,-3.87873244775417
"6598","AT2G29010",NA,0.63924186745003,2.36099000802583,2.20514738300811,0.0646118795484642,0.0991103485479392,-3.87882527773743
"8903","AT3G09850",NA,-7.10595063508859,70.9366800384362,-2.20490010553925,0.0646351085756502,0.099138282071853,-3.87912175626544
"6444","AT2G26980","CIPK3",8.49637111318131,116.50491842825,2.20459433772291,0.0646638438294923,0.0991746561341453,-3.87948836266267
"18469","AT5G53045",NA,0.750416633747703,2.98285125188294,2.20441071025914,0.0646811068719858,0.0991934310340196,-3.87970852626082
"3094","AT1G52315","ISTL9",-0.428115834561768,1.40332197192559,-2.20417744995348,0.0647030426884933,0.0992174610081827,-3.87998819787037
"10895","AT3G49170","ECD1",1.1350200334173,4.30048589632555,2.20413727598586,0.0647068214117858,0.0992174610081827,-3.8800363651416
"15558","AT5G06950","AHBP-1B",-1.86972759723004,14.9792505482861,-2.20374474597115,0.0647437541539039,0.0992663861810165,-3.88050699538241
"17729","AT5G43710","MNS4",-2.88453047253224,22.4335614903761,-2.20283985290201,0.0648289759478005,0.0993893357293637,-3.88159192886417
"19157","AT5G61820",NA,-16.913939156585,169.139415750443,-2.2026681839665,0.0648451563453028,0.0994064270095539,-3.88179775314861
"10901","AT3G49250","DMS3",1.54020321484718,8.49953585983169,2.20102159839881,0.0650005606333462,0.099636926728573,-3.88377193659585
"14847","AT4G37900","AtGRDP2",-0.917188553867111,3.77237353151415,-2.20063945420728,0.065036681170843,0.099684559268221,-3.88423010853269
"18660","AT5G55530",NA,-7.41261220691867,52.9107695575285,-2.19979274926267,0.0651167847186341,0.0997995938654588,-3.88524526281771
"8730","AT3G07410","AtRABA5b",1.8342933812775,13.1323485712501,2.19890671996809,0.0652007155303523,0.0998972259820507,-3.88630756037443
"10924","AT3G49600","ATUBP26",3.43768480687466,37.6520317434214,2.19890790331285,0.0652006033627752,0.0998972259820507,-3.88630614161612
"15364","AT5G04710","DAP2",5.52754018527063,45.690720448643,2.19893993770298,0.0651975669424311,0.0998972259820507,-3.88626773432982
"17791","AT5G44340","TUB4",-79.992549378264,521.042680034259,-2.19890812009814,0.0652005828140255,0.0998972259820507,-3.88630588170376
"4218","AT1G69450",NA,-9.42242488184567,28.1650854400548,-2.19874974348403,0.0652155968409073,0.0999122770277092,-3.88649576554266
"11982","AT3G62940","OTU5",4.56879621856556,25.7161429073557,2.19844615181722,0.0652443869686117,0.0999486328172125,-3.88685975287802
"2937","AT1G49920",NA,0.242566256386217,0.674811662371743,2.19714970508337,0.0653674760987829,0.100125144086445,-3.88841410438992
"7081","AT2G35470",NA,2.82874614004376,14.7896283522487,2.19707694323801,0.0653743913205544,0.100125144086445,-3.88850134056753
"9029","AT3G11400","ATEIF3G1",13.7013429075449,108.193592303989,2.19707247866352,0.0653748156538913,0.100125144086445,-3.8885066932675
"11270","AT3G53740","RPL36B",16.2645229110195,95.6146659754196,2.19690031684196,0.0653911808177397,0.100142444055635,-3.88871310266243
"13798","AT4G25520","SLK1",-3.44913543111637,23.8797113813435,-2.19664455062803,0.0654155008079927,0.100171922710162,-3.88901974721744
"19636","AT5G67240","SDN3",-3.1996997860456,33.7449985587172,-2.19638303121778,0.0654403773153807,0.100202248933263,-3.88933328895784
"5460","AT2G05632",NA,0.762376997208223,2.79348678928499,2.19611219362285,0.0654661502869292,0.100233943014106,-3.88965800198468
"5481","AT2G06210","ELF8",9.57286538156359,69.4632782258249,2.19571716519457,0.0655037597049737,0.100283753329617,-3.89013160914601
"16065","AT5G13790","AGL15",0.670769834455907,3.16207020677189,2.19522166610261,0.0655509655311771,0.100348246520681,-3.89072567092503
"16582","AT5G19830",NA,-0.476831980946307,2.42404940123917,-2.19498206649025,0.0655738043511088,0.100375430542565,-3.89101293008435
"11991","AT3G63050",NA,-0.37677658587644,0.712433133726206,-2.19492307077614,0.0655794291032481,0.100376262397766,-3.89108366076479
"2507","AT1G33230",NA,-4.66214193362427,35.6869739056728,-2.19445394425445,0.0656241738048345,0.100436966711141,-3.89164610134037
"3549","AT1G60360","BTL17",-0.440549801257004,1.58465021433326,-2.19366929245056,0.0656990819588394,0.100543822824211,-3.8925868246485
"18953","AT5G59080",NA,3.0150461825833,19.0369110342564,2.19340836554878,0.065724010961888,0.100574181775593,-3.89289965026632
"4290","AT1G70360",NA,-0.542255355315896,0.987559432045693,-2.1931243796391,0.0657511539017974,0.100607923638738,-3.89324012074719
"15261","AT5G03470","ATB'",-3.32816902267384,17.8842163759908,-2.19285783122259,0.0657766405092541,0.100639126064581,-3.89355968484388
"10996","AT3G50470","HR3",0.423303241938742,0.855331115703727,2.19274900417495,0.0657870491172936,0.100647255906367,-3.89369015709975
"13854","AT4G26220","CCoAOMT7",-1.08887595163869,8.08601319332146,-2.19255563236264,0.0658055479996057,0.100667760797972,-3.89392198945437
"19119","AT5G61310",NA,1.84905081090672,6.05913513823471,2.19227576269911,0.0658323310036617,0.100700934384879,-3.89425752304285
"1911","AT1G24030","PBL28",-1.00063889673593,4.29605281245058,-2.1913693566596,0.0659191480738108,0.10082592729772,-3.89534420179089
"6466","AT2G27228","CPuORF6",-0.708469380286237,3.36487866680131,-2.19108055340195,0.0659468344475037,0.100860465134406,-3.89569044290035
"3960","AT1G66140","ZFP4",-2.85079181230367,14.1982602636714,-2.19034123302976,0.0660177636356628,0.100961128966392,-3.89657679768939
"13950","AT4G27340","AtTRM5b",-1.89014389931997,12.1128724479739,-2.18975050467392,0.0660744925967413,0.101040062452084,-3.8972850053204
"9080","AT3G11964","RRP5",4.40143713203766,43.8555229550276,2.18961986004806,0.0660870453468912,0.101051435388381,-3.89744163106673
"1440","AT1G17690","NOF1",-3.51109851596007,20.867898370665,-2.18744747888236,0.0662961284105696,0.101363291069845,-3.90004600738741
"2402","AT1G31600","AtTRM9",-4.22776609213581,18.2496340973195,-2.18739162196168,0.0663015132284202,0.10136367868696,-3.90011297130139
"18478","AT5G53140",NA,-10.3634787986067,190.777412099384,-2.18714140342126,0.0663256406674655,0.101392718290134,-3.90041294472533
"9696","AT3G18990","REM39",-4.16702589244401,42.2660123574136,-2.18674827202331,0.0663635664764504,0.101442845482922,-3.90088424736053
"15306","AT5G04000",NA,0.453011177206147,1.64623628183539,2.18661101293928,0.0663768131711868,0.101455243530147,-3.90104879902225
"6179","AT2G23360","FPP7",2.99372995303556,20.9533865256447,2.1864847087039,0.066389004989465,0.101466027432255,-3.90120021740697
"13829","AT4G25890","RPP3A",3.99507761582237,22.9770177659983,2.18640040379672,0.0663971439820188,0.101470615984899,-3.90130128528874
"15385","AT5G04920","VPS36",-3.91769123103548,51.6461389053182,-2.18625246249458,0.06641142901905,0.10148459571767,-3.90147864269095
"17750","AT5G43900","ATMYA2",-12.9542071554566,100.744753114207,-2.18619299453348,0.0664171720504285,0.101485521092525,-3.90154993497817
"13883","AT4G26580",NA,-0.547332964617344,2.2364172081781,-2.18589481722726,0.0664459756585832,0.101521680188696,-3.90190739989385
"6751","AT2G31085","AtCLE6",-0.733713389763471,2.7387313095028,-2.18569190656414,0.0664655838313383,0.101528080962284,-3.90215065545184
"8477","AT3G04640",NA,-0.59299772432691,2.69238466240476,-2.1857299997159,0.066461902272299,0.101528080962284,-3.90210498823971
"18512","AT5G53540","APP1",-4.38117174845087,33.4958533052889,-2.18570456677312,0.0664643602471528,0.101528080962284,-3.90213547801551
"17058","AT5G26670","AtPAE10",-2.37039023266427,12.6270657093472,-2.18531675203937,0.0665018521116295,0.101575627202747,-3.90260040113433
"16855","AT5G23770","ATDUF8",-0.372089917971587,1.19543773658992,-2.1852079632133,0.0665123730755178,0.101583842410219,-3.90273081993052
"10108","AT3G24300","AMT1;3",-2.20001935111457,6.81003310740887,-2.18456194466682,0.0665748841785095,0.101671454353481,-3.90350528072305
"9049","AT3G11600","GIR2",-4.38786147361217,26.8950348236328,-2.18431556849466,0.0665987400723367,0.101700024071501,-3.90380064055051
"18306","AT5G50890",NA,0.712092695698886,4.28742997863295,2.18366444787735,0.0666618278016001,0.101788493962496,-3.9045812115374
"10194","AT3G25620","ABCG21",-0.58847943466957,3.34415278029762,-2.18356356922742,0.0666716074377124,0.101795558303028,-3.90470214562327
"7936","AT2G45460",NA,-1.973543857414,11.8189364808115,-2.18280831744104,0.0667448710691746,0.101899542708128,-3.90560754356203
"7950","AT2G45640","ATSAP18",4.17055810877776,35.2391855750253,2.18233324158162,0.0667909977559534,0.101962084209513,-3.90617706253008
"9564","AT3G17440","ATNPSN13",6.23080076852593,80.6523576357896,2.1820033514749,0.066823046828133,0.102003127041414,-3.90657253190302
"4251","AT1G69810","ATWRKY36",2.55061164116616,15.5341151894836,2.1816378200306,0.0668585766332445,0.10204947634161,-3.90701072633105
"7526","AT2G40590","RPS26A",2.7100619250611,16.9779217311421,2.18082000906872,0.0669381373388108,0.102163019778326,-3.90799110200088
"6591","AT2G28930","APK1B",2.98077910997486,14.1457757462617,2.18026796838642,0.0669918966698869,0.102237169871519,-3.90865287299553
"17977","AT5G46760","MYC3",-11.0251513213362,68.243899500153,-2.18001755505145,0.0670162970307009,0.102266506878676,-3.90895306031394
"6185","AT2G23430","ICK1",3.38515449519888,13.398123021378,2.17995211730051,0.0670226747871791,0.102268339081256,-3.90903150482446
"7389","AT2G39020","NATA2",4.15128697660037,23.9265906538254,2.17984901673784,0.0670327245167707,0.102275773546326,-3.9091550981038
"14854","AT4G38010","PCMP-E45",0.329388169564785,0.742587092477997,2.17963263736842,0.0670538210514013,0.10230006032201,-3.90941448555513
"2416","AT1G31814","FRL2",-0.709333230980137,6.13592799826109,-2.17877337928849,0.067137663141043,0.102420063146819,-3.91044452610911
"9477","AT3G16340","ABCG29",5.99030809554409,63.7920433964589,2.17840879391533,0.067173269545889,0.102466468464053,-3.91088157212114
"1741","AT1G21660","AUXILIN-LIKE3",4.41196609934287,74.8117200155097,2.17794110221049,0.0672189735301398,0.102528268327881,-3.91144221417461
"15218","AT5G03040","iqd2",16.2947790093163,229.028277311798,2.17759752531323,0.0672525687231188,0.102571590685337,-3.91185407270931
"3107","AT1G52500","ATFPG-1",-1.6325960546446,9.73392130176674,-2.17746262403028,0.067265764102906,0.10258379557545,-3.91201578352765
"2821","AT1G48310","CHA18",-1.24040672871889,10.4130689244117,-2.17678685108269,0.0673319042606174,0.102676735893487,-3.91282585227702
"14384","AT4G32530","VHA-c'",-6.57670761071708,74.7055836198159,-2.17666104100435,0.067344224964659,0.102687597063055,-3.91297666382481
"13138","AT4G17020",NA,-1.6304366787465,12.2088183253294,-2.17648874670403,0.0673611016086701,0.102705402993028,-3.91318319677967
"15960","AT5G12220",NA,0.964590380305583,6.46474422108225,2.1764019710272,0.0673696031138128,0.10271043759437,-3.91328721653615
"9670","AT3G18680","PUMPKIN",-12.2815395720212,61.716123350968,-2.17551077837861,0.067456976942303,0.102835709408725,-3.91435550130913
