NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0043632	GO:0043632		258	-0.30460086	-1.5691038	0.0	0.14437181	1.0	6962	tags=43%, list=36%, signal=66%	
GO:0051168	GO:0051168		19	-0.50189126	-1.558627	0.04050633	0.15375859	1.0	4896	tags=37%, list=25%, signal=49%	
GO:0005811	GO:0005811		18	-0.52600795	-1.5535475	0.026894866	0.15762255	1.0	3313	tags=33%, list=17%, signal=40%	
GO:0042537	GO:0042537		22	-0.48256287	-1.5514029	0.026634382	0.15791143	1.0	5071	tags=50%, list=26%, signal=67%	
GO:0043161	GO:0043161		147	-0.32380474	-1.5492953	0.0037037036	0.15841989	1.0	6259	tags=37%, list=32%, signal=55%	
GO:1900424	GO:1900424		19	-0.5010646	-1.54543	0.029925186	0.16043992	1.0	2877	tags=32%, list=15%, signal=37%	
GO:0009741	GO:0009741		52	-0.38534838	-1.5404966	0.0147929	0.16365138	1.0	2595	tags=31%, list=13%, signal=35%	
GO:0032509	GO:0032509		25	-0.46040082	-1.5378526	0.027363185	0.16494104	1.0	7183	tags=76%, list=37%, signal=120%	
GO:0042545	GO:0042545		44	-0.40796098	-1.5377915	0.021621622	0.16298117	1.0	2243	tags=36%, list=11%, signal=41%	
GO:0042802	GO:0042802		151	-0.31899858	-1.5266292	0.0037453184	0.17440003	1.0	3068	tags=34%, list=16%, signal=41%	
GO:0051213	GO:0051213		44	-0.39538366	-1.5180593	0.024456521	0.18300065	1.0	4600	tags=36%, list=23%, signal=47%	
GO:0009083	GO:0009083		17	-0.49305943	-1.5161037	0.027848102	0.18338577	1.0	5847	tags=59%, list=30%, signal=84%	
GO:0071985	GO:0071985		25	-0.46040082	-1.5154953	0.03768844	0.18192011	1.0	7183	tags=76%, list=37%, signal=120%	
GO:0030120	GO:0030120		23	-0.46330675	-1.508637	0.04761905	0.18914694	1.0	5419	tags=48%, list=28%, signal=66%	
GO:0042176	GO:0042176		31	-0.43650872	-1.5078664	0.02255639	0.18798707	1.0	1989	tags=23%, list=10%, signal=25%	
GO:0042742	GO:0042742		138	-0.31341138	-1.5024219	0.0030959751	0.1926566	1.0	2932	tags=28%, list=15%, signal=32%	
GO:0043484	GO:0043484		19	-0.4851331	-1.4991304	0.03508772	0.19522639	1.0	6233	tags=47%, list=32%, signal=69%	
GO:0016837	GO:0016837		18	-0.4934857	-1.4933866	0.052896727	0.2008018	1.0	2270	tags=39%, list=12%, signal=44%	
GO:0030433	GO:0030433		35	-0.41389084	-1.4891201	0.039267015	0.2045786	1.0	4281	tags=34%, list=22%, signal=44%	
GO:0009620	GO:0009620		143	-0.31165025	-1.4871577	0.0033670033	0.20521268	1.0	3445	tags=31%, list=18%, signal=38%	
GO:0097346	GO:0097346		20	-0.47376978	-1.4843487	0.037558686	0.20637801	1.0	7921	tags=60%, list=40%, signal=101%	
GO:0051651	GO:0051651		23	-0.45158294	-1.4838544	0.04639175	0.20478418	1.0	6161	tags=48%, list=31%, signal=70%	
GO:0034504	GO:0034504		27	-0.43151367	-1.4826369	0.041564792	0.20441486	1.0	5876	tags=44%, list=30%, signal=63%	
GO:0048585	GO:0048585		91	-0.3314175	-1.4697107	0.003215434	0.22009662	1.0	2891	tags=26%, list=15%, signal=31%	
GO:0007166	GO:0007166		37	-0.3870148	-1.4551619	0.04404145	0.24039578	1.0	907	tags=24%, list=5%, signal=25%	
GO:0005543	GO:0005543		51	-0.36742666	-1.4538362	0.020253165	0.23990029	1.0	4395	tags=39%, list=22%, signal=50%	
GO:0006887	GO:0006887		16	-0.4901231	-1.4529915	0.05800464	0.23865415	1.0	5322	tags=50%, list=27%, signal=69%	
GO:0030662	GO:0030662		30	-0.41673353	-1.4463152	0.05945946	0.24713436	1.0	6348	tags=50%, list=32%, signal=74%	
GO:0005200	GO:0005200		25	-0.4318451	-1.4456698	0.04796163	0.24578896	1.0	3658	tags=40%, list=19%, signal=49%	
GO:0120251	GO:0120251		23	-0.43937716	-1.4437659	0.055555556	0.24642879	1.0	609	tags=26%, list=3%, signal=27%	
GO:0031348	GO:0031348		31	-0.40081164	-1.4418598	0.048101265	0.24655947	1.0	2891	tags=35%, list=15%, signal=42%	
GO:0016706	GO:0016706		24	-0.43301374	-1.4395356	0.050377835	0.24821948	1.0	5720	tags=38%, list=29%, signal=53%	
GO:0050684	GO:0050684		25	-0.4291242	-1.4389907	0.059850372	0.24666806	1.0	5208	tags=32%, list=27%, signal=44%	
GO:0031011	GO:0031011		17	-0.47052574	-1.4389552	0.0520362	0.24443826	1.0	7921	tags=65%, list=40%, signal=109%	
GO:0098732	GO:0098732		18	-0.4650352	-1.4365591	0.07125307	0.24600491	1.0	3386	tags=33%, list=17%, signal=40%	
GO:0009617	GO:0009617		165	-0.2937402	-1.4326842	0.004016064	0.24997142	1.0	2932	tags=26%, list=15%, signal=30%	
GO:0015748	GO:0015748		35	-0.38721654	-1.4284989	0.041025642	0.25422275	1.0	3994	tags=43%, list=20%, signal=54%	
GO:0030117	GO:0030117		29	-0.40750483	-1.4244187	0.040302265	0.2587088	1.0	5419	tags=41%, list=28%, signal=57%	
GO:0005776	GO:0005776		16	-0.49298623	-1.4238862	0.08439898	0.25744396	1.0	6918	tags=81%, list=35%, signal=126%	
GO:0048024	GO:0048024		15	-0.4915883	-1.4199224	0.08991228	0.26180765	1.0	6233	tags=47%, list=32%, signal=68%	
GO:0009629	GO:0009629		32	-0.3940876	-1.4178405	0.049140047	0.2628827	1.0	2912	tags=31%, list=15%, signal=37%	
GO:0045732	GO:0045732		25	-0.42037272	-1.416147	0.05970149	0.2633553	1.0	4356	tags=32%, list=22%, signal=41%	
GO:0000138	GO:0000138		56	-0.34878662	-1.4106189	0.021505376	0.27109733	1.0	6501	tags=43%, list=33%, signal=64%	
GO:0048475	GO:0048475		29	-0.40750483	-1.4101745	0.058047492	0.26956898	1.0	5419	tags=41%, list=28%, signal=57%	
GO:0005798	GO:0005798		17	-0.47051287	-1.4087589	0.06398104	0.26956066	1.0	6165	tags=35%, list=31%, signal=51%	
GO:0010498	GO:0010498		173	-0.28384632	-1.3979439	0.008810572	0.28582448	1.0	4356	tags=25%, list=22%, signal=32%	
GO:0051170	GO:0051170		24	-0.41492078	-1.396812	0.065	0.28554952	1.0	5876	tags=46%, list=30%, signal=65%	
GO:0009968	GO:0009968		42	-0.3622069	-1.393269	0.060941827	0.28972593	1.0	3352	tags=29%, list=17%, signal=34%	
GO:0098876	GO:0098876		16	-0.47332174	-1.3891174	0.09779951	0.29474244	1.0	4219	tags=38%, list=22%, signal=48%	
GO:0035091	GO:0035091		25	-0.41641632	-1.388926	0.067183465	0.292624	1.0	5538	tags=48%, list=28%, signal=67%	
GO:0030136	GO:0030136		17	-0.46381515	-1.3873706	0.07329843	0.2930665	1.0	6165	tags=59%, list=31%, signal=86%	
GO:0051258	GO:0051258		16	-0.46839732	-1.3867403	0.08788598	0.29176602	1.0	5637	tags=56%, list=29%, signal=79%	
GO:0044242	GO:0044242		50	-0.34902903	-1.3856192	0.03888889	0.29133123	1.0	4354	tags=36%, list=22%, signal=46%	
GO:0071555	GO:0071555		169	-0.28399107	-1.3815838	0.0	0.2962518	1.0	4486	tags=38%, list=23%, signal=49%	
GO:0006536	GO:0006536		15	-0.47545412	-1.3810774	0.1	0.2947539	1.0	2194	tags=40%, list=11%, signal=45%	
GO:0090351	GO:0090351		63	-0.32745644	-1.3747053	0.023323616	0.30427954	1.0	4407	tags=38%, list=23%, signal=49%	
GO:0045489	GO:0045489		31	-0.3887473	-1.3684863	0.07438017	0.31354403	1.0	5887	tags=48%, list=30%, signal=69%	
GO:1901800	GO:1901800		22	-0.42095912	-1.3681135	0.09263658	0.31175274	1.0	4356	tags=32%, list=22%, signal=41%	
GO:0061136	GO:0061136		22	-0.42095912	-1.3675933	0.07960199	0.31042713	1.0	4356	tags=32%, list=22%, signal=41%	
GO:0009630	GO:0009630		30	-0.39113808	-1.3601236	0.07730673	0.32198077	1.0	2912	tags=30%, list=15%, signal=35%	
GO:0006473	GO:0006473		27	-0.38595927	-1.3599045	0.0880829	0.31992236	1.0	6707	tags=56%, list=34%, signal=84%	
GO:0061631	GO:0061631		21	-0.4225583	-1.3578986	0.09268293	0.32125738	1.0	4281	tags=38%, list=22%, signal=49%	
GO:0120252	GO:0120252		24	-0.41003612	-1.3559667	0.09090909	0.32253045	1.0	609	tags=25%, list=3%, signal=26%	
GO:0030135	GO:0030135		49	-0.34857333	-1.3545371	0.07065217	0.32289225	1.0	7749	tags=57%, list=40%, signal=94%	
GO:0006383	GO:0006383		19	-0.42957717	-1.3525629	0.10512821	0.32458496	1.0	6943	tags=53%, list=35%, signal=81%	
GO:0031965	GO:0031965		21	-0.42258546	-1.3429648	0.10796915	0.34138638	1.0	2435	tags=24%, list=12%, signal=27%	
GO:0005516	GO:0005516		116	-0.29280537	-1.3411077	0.028846154	0.34261504	1.0	3275	tags=34%, list=17%, signal=40%	
GO:0061650	GO:0061650		22	-0.41735402	-1.33834	0.117506	0.34563726	1.0	4281	tags=36%, list=22%, signal=46%	
GO:0006890	GO:0006890		17	-0.4384308	-1.3378303	0.100961536	0.34413	1.0	7875	tags=59%, list=40%, signal=98%	
GO:0071407	GO:0071407		68	-0.31933072	-1.3335469	0.05	0.35074496	1.0	2891	tags=28%, list=15%, signal=33%	
GO:1902531	GO:1902531		19	-0.4339935	-1.3328524	0.1	0.34979886	1.0	1591	tags=26%, list=8%, signal=29%	
GO:0001558	GO:0001558		25	-0.39699396	-1.3325354	0.08461539	0.34805927	1.0	4460	tags=40%, list=23%, signal=52%	
GO:0045488	GO:0045488		73	-0.31249297	-1.3269572	0.050955415	0.35720488	1.0	2548	tags=26%, list=13%, signal=30%	
GO:0006378	GO:0006378		18	-0.43285632	-1.3258233	0.12437811	0.3570991	1.0	5022	tags=33%, list=26%, signal=45%	
GO:0016413	GO:0016413		32	-0.37115455	-1.3253181	0.0927835	0.35575196	1.0	2243	tags=25%, list=11%, signal=28%	
GO:0019901	GO:0019901		41	-0.3527928	-1.3252461	0.097345136	0.35348672	1.0	2348	tags=29%, list=12%, signal=33%	
GO:0045229	GO:0045229		181	-0.26829574	-1.3213676	0.008196721	0.35922205	1.0	4486	tags=38%, list=23%, signal=48%	
GO:0015629	GO:0015629		29	-0.38324317	-1.3151981	0.107329845	0.37036824	1.0	5525	tags=62%, list=28%, signal=86%	
GO:0072329	GO:0072329		33	-0.3610268	-1.30349	0.10309278	0.39423397	1.0	2285	tags=27%, list=12%, signal=31%	
GO:0043631	GO:0043631		19	-0.41689605	-1.3025526	0.12559241	0.39372498	1.0	5022	tags=32%, list=26%, signal=42%	
GO:0009723	GO:0009723		88	-0.29599798	-1.3013974	0.06358381	0.39346263	1.0	4335	tags=35%, list=22%, signal=45%	
GO:0016573	GO:0016573		24	-0.39253086	-1.2998538	0.12807882	0.39429912	1.0	6707	tags=54%, list=34%, signal=82%	
GO:0010648	GO:0010648		45	-0.3327468	-1.2992144	0.07977208	0.39340535	1.0	3352	tags=27%, list=17%, signal=32%	
GO:0045862	GO:0045862		26	-0.3760754	-1.2991532	0.13761468	0.3910546	1.0	4356	tags=27%, list=22%, signal=35%	
GO:0009615	GO:0009615		43	-0.34125757	-1.2975365	0.08707124	0.39236984	1.0	3695	tags=37%, list=19%, signal=46%	
GO:0010393	GO:0010393		74	-0.3045608	-1.2911406	0.058651026	0.4047804	1.0	2548	tags=26%, list=13%, signal=29%	
GO:0005085	GO:0005085		16	-0.4439971	-1.2879399	0.15274464	0.40949118	1.0	7194	tags=69%, list=37%, signal=109%	
GO:0052546	GO:0052546		16	-0.42931673	-1.2852787	0.14386792	0.41318282	1.0	5887	tags=56%, list=30%, signal=80%	
GO:0010014	GO:0010014		16	-0.4403311	-1.2844276	0.16962026	0.41287282	1.0	2874	tags=31%, list=15%, signal=37%	
GO:0016298	GO:0016298		40	-0.3380213	-1.2829212	0.11809045	0.41381338	1.0	4453	tags=43%, list=23%, signal=55%	
GO:0048193	GO:0048193		77	-0.29758638	-1.2829069	0.075	0.41131237	1.0	7875	tags=45%, list=40%, signal=76%	
GO:0006475	GO:0006475		24	-0.39253086	-1.28189	0.11111111	0.41113636	1.0	6707	tags=54%, list=34%, signal=82%	
GO:0015293	GO:0015293		28	-0.3682646	-1.2789031	0.09898477	0.4155598	1.0	3999	tags=46%, list=20%, signal=58%	
GO:0031124	GO:0031124		23	-0.38851053	-1.2765863	0.13691932	0.41886723	1.0	5022	tags=30%, list=26%, signal=41%	
GO:0031669	GO:0031669		74	-0.2981033	-1.2756333	0.07941177	0.4186528	1.0	3704	tags=30%, list=19%, signal=37%	
GO:0071554	GO:0071554		219	-0.25547352	-1.2748637	0.017094018	0.41800103	1.0	4486	tags=36%, list=23%, signal=46%	
GO:0018393	GO:0018393		24	-0.39253086	-1.2719071	0.17048346	0.42250594	1.0	6707	tags=54%, list=34%, signal=82%	
GO:0023057	GO:0023057		45	-0.3327468	-1.2717555	0.10991957	0.420394	1.0	3352	tags=27%, list=17%, signal=32%	
GO:0120255	GO:0120255		30	-0.35915193	-1.2698785	0.13212435	0.4226295	1.0	2741	tags=30%, list=14%, signal=35%	
GO:0032940	GO:0032940		20	-0.39127812	-1.2675941	0.13333334	0.42581794	1.0	4219	tags=40%, list=22%, signal=51%	
GO:0015914	GO:0015914		16	-0.43061563	-1.2670306	0.14553991	0.42460063	1.0	3994	tags=50%, list=20%, signal=63%	
GO:0018394	GO:0018394		24	-0.39253086	-1.2647179	0.1425	0.42759636	1.0	6707	tags=54%, list=34%, signal=82%	
GO:0009834	GO:0009834		27	-0.36647782	-1.2630786	0.14108911	0.4286482	1.0	3633	tags=41%, list=19%, signal=50%	
GO:1903052	GO:1903052		24	-0.38515085	-1.2613595	0.14111923	0.43026257	1.0	4356	tags=29%, list=22%, signal=37%	
GO:0004712	GO:0004712		28	-0.3739404	-1.2601064	0.12077295	0.430957	1.0	4609	tags=36%, list=24%, signal=47%	
GO:0002832	GO:0002832		23	-0.3871041	-1.2574126	0.16911764	0.43508372	1.0	2877	tags=35%, list=15%, signal=41%	
GO:0031048	GO:0031048		21	-0.39613044	-1.254764	0.15364583	0.43896863	1.0	1893	tags=19%, list=10%, signal=21%	
GO:0043621	GO:0043621		35	-0.34097594	-1.2521025	0.13802083	0.4434422	1.0	2149	tags=29%, list=11%, signal=32%	
GO:1903050	GO:1903050		25	-0.37769195	-1.2510359	0.16071428	0.44365093	1.0	7991	tags=64%, list=41%, signal=108%	
GO:0043130	GO:0043130		46	-0.32403374	-1.2508522	0.11614731	0.4416324	1.0	5764	tags=46%, list=29%, signal=65%	
GO:0032102	GO:0032102		23	-0.3871041	-1.2508216	0.16235293	0.43929732	1.0	2877	tags=35%, list=15%, signal=41%	
GO:0006635	GO:0006635		23	-0.3820364	-1.2490507	0.16666667	0.4413437	1.0	3555	tags=39%, list=18%, signal=48%	
GO:0040007	GO:0040007		198	-0.2525206	-1.2488375	0.04048583	0.4394792	1.0	2637	tags=22%, list=13%, signal=25%	
GO:0009651	GO:0009651		148	-0.26283303	-1.248001	0.048327137	0.43910822	1.0	4200	tags=32%, list=21%, signal=40%	
GO:0032182	GO:0032182		59	-0.31114966	-1.2467161	0.10778443	0.43994117	1.0	5791	tags=44%, list=30%, signal=62%	
GO:0000272	GO:0000272		62	-0.29611868	-1.2441261	0.09495549	0.44407347	1.0	2125	tags=26%, list=11%, signal=29%	
GO:0070603	GO:0070603		30	-0.36161438	-1.2438604	0.16377172	0.44241005	1.0	5822	tags=27%, list=30%, signal=38%	
GO:0009863	GO:0009863		24	-0.3722246	-1.2434133	0.13265306	0.4411429	1.0	4365	tags=38%, list=22%, signal=48%	
GO:0000151	GO:0000151		145	-0.2589293	-1.2433664	0.06428572	0.43890882	1.0	4569	tags=27%, list=23%, signal=35%	
GO:0045927	GO:0045927		18	-0.4079011	-1.2426926	0.1632184	0.43812305	1.0	1800	tags=28%, list=9%, signal=31%	
GO:0042803	GO:0042803		79	-0.2868024	-1.242674	0.090614885	0.43589076	1.0	3686	tags=34%, list=19%, signal=42%	
GO:0120254	GO:0120254		37	-0.3343305	-1.2387182	0.13764045	0.4432951	1.0	2741	tags=30%, list=14%, signal=35%	
GO:0051603	GO:0051603		299	-0.24252044	-1.2371312	0.023809524	0.444949	1.0	5791	tags=34%, list=30%, signal=48%	
GO:0032984	GO:0032984		34	-0.34111705	-1.2333261	0.15167095	0.45175216	1.0	5343	tags=50%, list=27%, signal=69%	
GO:0031248	GO:0031248		26	-0.363908	-1.2322085	0.17512691	0.4523274	1.0	7767	tags=50%, list=40%, signal=83%	
GO:0000118	GO:0000118		26	-0.36032012	-1.2282519	0.17761557	0.4599599	1.0	4972	tags=31%, list=25%, signal=41%	
GO:0003712	GO:0003712		81	-0.28466055	-1.2277434	0.10932476	0.45903522	1.0	4223	tags=22%, list=22%, signal=28%	
GO:1902493	GO:1902493		26	-0.363908	-1.2276313	0.18610422	0.4570466	1.0	7767	tags=50%, list=40%, signal=83%	
GO:0071369	GO:0071369		69	-0.29133454	-1.2276103	0.11111111	0.4548229	1.0	4068	tags=33%, list=21%, signal=42%	
GO:0009414	GO:0009414		135	-0.25579584	-1.2275242	0.0477707	0.45277599	1.0	4331	tags=30%, list=22%, signal=39%	
GO:0005509	GO:0005509		106	-0.2660556	-1.2251792	0.065743946	0.45650256	1.0	2393	tags=25%, list=12%, signal=28%	
GO:0071367	GO:0071367		37	-0.32560596	-1.2248381	0.13573407	0.45515904	1.0	2595	tags=27%, list=13%, signal=31%	
GO:1905958	GO:1905958		21	-0.3823745	-1.2247008	0.17128463	0.4533662	1.0	4802	tags=43%, list=25%, signal=57%	
GO:0009845	GO:0009845		57	-0.30085418	-1.2235043	0.15817694	0.45404422	1.0	4407	tags=39%, list=23%, signal=50%	
GO:0045490	GO:0045490		37	-0.32917413	-1.2213342	0.14127424	0.45712918	1.0	2085	tags=27%, list=11%, signal=30%	
GO:1901420	GO:1901420		21	-0.3823745	-1.2212255	0.18969555	0.45519155	1.0	4802	tags=43%, list=25%, signal=57%	
GO:0006606	GO:0006606		22	-0.37584308	-1.2173793	0.19379845	0.46241343	1.0	6935	tags=50%, list=35%, signal=77%	
GO:0005319	GO:0005319		33	-0.33911827	-1.2160302	0.14285715	0.46342486	1.0	3134	tags=36%, list=16%, signal=43%	
GO:0042398	GO:0042398		15	-0.4183731	-1.2160069	0.2088167	0.4612819	1.0	5034	tags=40%, list=26%, signal=54%	
GO:0043543	GO:0043543		43	-0.31943622	-1.2136667	0.15817694	0.46482125	1.0	5788	tags=47%, list=30%, signal=66%	
GO:0042546	GO:0042546		85	-0.2738067	-1.2119675	0.1021021	0.46659228	1.0	4463	tags=35%, list=23%, signal=46%	
GO:0000245	GO:0000245		17	-0.39686486	-1.2106469	0.19143577	0.4677156	1.0	8508	tags=82%, list=43%, signal=146%	
GO:0010029	GO:0010029		33	-0.33019695	-1.2100374	0.15544042	0.46704233	1.0	4331	tags=45%, list=22%, signal=58%	
GO:0016570	GO:0016570		76	-0.27930266	-1.2078483	0.12804878	0.4701934	1.0	5861	tags=37%, list=30%, signal=52%	
GO:0043401	GO:0043401		37	-0.32560596	-1.2071477	0.17922078	0.46986052	1.0	2595	tags=27%, list=13%, signal=31%	
GO:0051302	GO:0051302		23	-0.36515227	-1.2059358	0.17590362	0.47074187	1.0	3830	tags=39%, list=20%, signal=49%	
GO:0005643	GO:0005643		28	-0.35002458	-1.2036818	0.17268041	0.4744681	1.0	3175	tags=25%, list=16%, signal=30%	
GO:0009788	GO:0009788		21	-0.3823745	-1.2029703	0.19464721	0.47411537	1.0	4802	tags=43%, list=25%, signal=57%	
GO:0015932	GO:0015932		26	-0.35686627	-1.2009796	0.18253969	0.47682902	1.0	980	tags=19%, list=5%, signal=20%	
GO:0051015	GO:0051015		27	-0.3392018	-1.2002287	0.18069308	0.47655898	1.0	5469	tags=56%, list=28%, signal=77%	
GO:0009873	GO:0009873		65	-0.2923328	-1.1996447	0.1462766	0.47578177	1.0	3011	tags=28%, list=15%, signal=33%	
GO:0005770	GO:0005770		34	-0.3311579	-1.1987827	0.17884131	0.47601867	1.0	7050	tags=62%, list=36%, signal=96%	
GO:0031668	GO:0031668		84	-0.27143523	-1.1985384	0.14583333	0.47450706	1.0	5115	tags=36%, list=26%, signal=48%	
GO:0009742	GO:0009742		37	-0.32560596	-1.1977853	0.1724138	0.47431776	1.0	2595	tags=27%, list=13%, signal=31%	
GO:0004190	GO:0004190		47	-0.30709273	-1.1960233	0.1661891	0.4769662	1.0	3636	tags=34%, list=19%, signal=42%	
GO:0005525	GO:0005525		95	-0.2683031	-1.195163	0.11746988	0.4769124	1.0	3987	tags=26%, list=20%, signal=33%	
GO:1901570	GO:1901570		18	-0.39063755	-1.1949459	0.20782396	0.475378	1.0	1958	tags=33%, list=10%, signal=37%	
GO:0032561	GO:0032561		95	-0.2683031	-1.1929972	0.124579124	0.478338	1.0	3987	tags=26%, list=20%, signal=33%	
GO:0019001	GO:0019001		95	-0.2683031	-1.1917942	0.12837838	0.4790781	1.0	3987	tags=26%, list=20%, signal=33%	
GO:0008219	GO:0008219		85	-0.2741695	-1.1891482	0.14006515	0.48391205	1.0	4365	tags=32%, list=22%, signal=41%	
GO:0005635	GO:0005635		68	-0.28885505	-1.1864182	0.17080745	0.4888445	1.0	6038	tags=43%, list=31%, signal=61%	
GO:0071383	GO:0071383		37	-0.32560596	-1.1864164	0.20810811	0.48675543	1.0	2595	tags=27%, list=13%, signal=31%	
GO:0003779	GO:0003779		40	-0.32086688	-1.1853253	0.16756757	0.48743853	1.0	5525	tags=52%, list=28%, signal=73%	
GO:0016054	GO:0016054		96	-0.261033	-1.1838886	0.13149847	0.4892626	1.0	3740	tags=30%, list=19%, signal=37%	
GO:0012501	GO:0012501		64	-0.28769144	-1.1818699	0.18208955	0.49264228	1.0	4365	tags=33%, list=22%, signal=42%	
GO:0070542	GO:0070542		69	-0.27505216	-1.1811627	0.1331361	0.49239537	1.0	2925	tags=23%, list=15%, signal=27%	
GO:0044706	GO:0044706		72	-0.27712494	-1.1802635	0.15615615	0.49260175	1.0	5416	tags=38%, list=28%, signal=52%	
GO:1900140	GO:1900140		33	-0.33019695	-1.1775831	0.2133995	0.49765047	1.0	4331	tags=45%, list=22%, signal=58%	
GO:0009062	GO:0009062		25	-0.3556533	-1.1770955	0.19095477	0.49683824	1.0	3555	tags=36%, list=18%, signal=44%	
GO:0070001	GO:0070001		47	-0.30709273	-1.177058	0.19672132	0.4948699	1.0	3636	tags=34%, list=19%, signal=42%	
GO:1901568	GO:1901568		21	-0.36768267	-1.1770118	0.23744293	0.49295866	1.0	1958	tags=33%, list=10%, signal=37%	
GO:0022411	GO:0022411		44	-0.30687472	-1.1759933	0.1923077	0.4936568	1.0	5343	tags=43%, list=27%, signal=59%	
GO:0070008	GO:0070008		36	-0.32043964	-1.1758199	0.20263158	0.49202487	1.0	4003	tags=39%, list=20%, signal=49%	
GO:0009751	GO:0009751		55	-0.28885102	-1.1752995	0.16374269	0.49141973	1.0	3220	tags=29%, list=16%, signal=35%	
GO:0048545	GO:0048545		37	-0.32560596	-1.1745441	0.23237598	0.49124426	1.0	2595	tags=27%, list=13%, signal=31%	
GO:0008154	GO:0008154		18	-0.37761366	-1.1735733	0.22610722	0.49168113	1.0	5469	tags=61%, list=28%, signal=85%	
GO:0009856	GO:0009856		72	-0.27712494	-1.1726229	0.16615385	0.4922753	1.0	5416	tags=38%, list=28%, signal=52%	
GO:0043562	GO:0043562		22	-0.36699829	-1.1719648	0.22891566	0.49196017	1.0	4431	tags=41%, list=23%, signal=53%	
GO:0009627	GO:0009627		37	-0.30984825	-1.1712871	0.18947369	0.49172089	1.0	2957	tags=30%, list=15%, signal=35%	
GO:0016790	GO:0016790		27	-0.34053057	-1.1687502	0.23316061	0.49632472	1.0	6057	tags=52%, list=31%, signal=75%	
GO:0097305	GO:0097305		227	-0.23072648	-1.1676956	0.07272727	0.49724594	1.0	4425	tags=31%, list=23%, signal=39%	
GO:0009966	GO:0009966		115	-0.2510675	-1.1656618	0.13468014	0.5004543	1.0	2990	tags=21%, list=15%, signal=24%	
GO:0031491	GO:0031491		15	-0.40920618	-1.1652952	0.2600473	0.49948645	1.0	4746	tags=27%, list=24%, signal=35%	
GO:0006873	GO:0006873		36	-0.3203201	-1.1646259	0.21153846	0.49915427	1.0	6321	tags=56%, list=32%, signal=82%	
GO:0031331	GO:0031331		43	-0.30849254	-1.1629313	0.21832883	0.50160617	1.0	7783	tags=51%, list=40%, signal=85%	
GO:0009931	GO:0009931		20	-0.3685855	-1.1623639	0.24570024	0.5011741	1.0	2958	tags=35%, list=15%, signal=41%	
GO:0016049	GO:0016049		129	-0.24901444	-1.1611068	0.14285715	0.5024871	1.0	2637	tags=22%, list=13%, signal=26%	
GO:0019900	GO:0019900		54	-0.28879806	-1.1605166	0.16709511	0.50213355	1.0	2348	tags=24%, list=12%, signal=27%	
GO:0010928	GO:0010928		18	-0.3784667	-1.1600316	0.24018475	0.50144976	1.0	2990	tags=39%, list=15%, signal=46%	
GO:0022603	GO:0022603		46	-0.29945627	-1.158377	0.18681319	0.50390416	1.0	4740	tags=39%, list=24%, signal=52%	
GO:0006970	GO:0006970		171	-0.23612642	-1.1556145	0.11272727	0.50930136	1.0	4200	tags=30%, list=21%, signal=38%	
GO:0106310	GO:0106310		265	-0.22263777	-1.153145	0.0882353	0.5139351	1.0	2801	tags=24%, list=14%, signal=27%	
GO:0010857	GO:0010857		20	-0.3685855	-1.1506798	0.25790754	0.51855433	1.0	2958	tags=35%, list=15%, signal=41%	
GO:0010817	GO:0010817		116	-0.24504696	-1.1504679	0.12251656	0.5171588	1.0	3858	tags=27%, list=20%, signal=33%	
GO:0003924	GO:0003924		66	-0.2732433	-1.1500473	0.20364742	0.51632226	1.0	5290	tags=38%, list=27%, signal=52%	
GO:0018958	GO:0018958		17	-0.3845216	-1.147718	0.2642857	0.5204735	1.0	5633	tags=53%, list=29%, signal=74%	
GO:0009737	GO:0009737		223	-0.22672707	-1.1460102	0.13084112	0.5231078	1.0	4425	tags=30%, list=23%, signal=39%	
GO:0046395	GO:0046395		93	-0.25611776	-1.1452285	0.184375	0.523219	1.0	3740	tags=30%, list=19%, signal=37%	
GO:0032507	GO:0032507		15	-0.3955926	-1.1443008	0.26635513	0.5236832	1.0	4934	tags=33%, list=25%, signal=45%	
GO:0045185	GO:0045185		15	-0.3955926	-1.1442832	0.26650944	0.52179945	1.0	4934	tags=33%, list=25%, signal=45%	
GO:0001101	GO:0001101		143	-0.2359974	-1.1432847	0.14396887	0.522625	1.0	4331	tags=29%, list=22%, signal=37%	
GO:0033037	GO:0033037		15	-0.38817918	-1.1412177	0.2616137	0.5263547	1.0	4365	tags=47%, list=22%, signal=60%	
GO:0071496	GO:0071496		88	-0.25530386	-1.1374301	0.18128654	0.5346241	1.0	4431	tags=31%, list=23%, signal=39%	
GO:0015605	GO:0015605		19	-0.35732684	-1.1365137	0.25531915	0.53523344	1.0	3823	tags=37%, list=20%, signal=46%	
GO:0048767	GO:0048767		30	-0.3226322	-1.1350855	0.2421875	0.5370453	1.0	3146	tags=30%, list=16%, signal=36%	
GO:0048588	GO:0048588		63	-0.2703494	-1.1334963	0.22619048	0.53935003	1.0	3146	tags=25%, list=16%, signal=30%	
GO:0048589	GO:0048589		161	-0.2322773	-1.133144	0.1456693	0.53841656	1.0	3146	tags=24%, list=16%, signal=28%	
GO:0019783	GO:0019783		55	-0.2794495	-1.1320723	0.1871345	0.53928846	1.0	7066	tags=42%, list=36%, signal=65%	
