"","id","name","p_val","log_fold_change","sig_rank"
"1","AT5G22500","FAR1",1.81183188017874e-07,-552.065312118178,-22.3960475702429
"5","AT4G27450",NA,2.20560505269571e-07,-160.219182206992,-22.1123221867586
"6","AT5G02260","ATEXP9",2.20560505269571e-07,-166.901028755308,-22.1123221867586
"11","AT3G21090","ABCG15",5.9449093546307e-07,-166.477650483038,-20.6818418516539
"14","AT1G64110","DAA1",8.74818750029352e-07,-176.652156314266,-20.1245125221469
"29","AT3G23030","IAA2",1.05593771362932e-06,-154.389587502265,-19.8530438320599
"33","AT4G17730","ATSYP23",1.05593771362932e-06,-99.9835300872777,-19.8530438320599
"35","AT5G63650","SNRK2-5",1.05593771362932e-06,-199.274560687297,-19.8530438320599
"37","AT1G20190","ATEXP11",1.1243357610879e-06,-112.115036576656,-19.7624956365049
"42","AT1G77330","ACO5",1.13662992080252e-06,-227.329605461337,-19.7468059706195
"43","AT2G14900","GASA7",1.13662992080252e-06,-64.5929844567036,-19.7468059706195
"51","AT3G15540","IAA19",1.13662992080252e-06,-145.526603704001,-19.7468059706195
"55","AT4G11610","MCTP7",1.13662992080252e-06,-293.698984017916,-19.7468059706195
"60","AT5G19120",NA,1.13662992080252e-06,-128.693712958784,-19.7468059706195
"62","AT5G51210","OLEO3",1.13662992080252e-06,-56.1015750879586,-19.7468059706195
"64","AT5G57660","ATCOL5",1.13662992080252e-06,-128.99519289908,-19.7468059706195
"74","AT5G60660","PIP2;4",1.38928893134188e-06,-359.246554961893,-19.457221900555
"82","AT2G40000","ATHSPRO2",1.54311645265966e-06,-188.194739645052,-19.3057216290389
"85","AT5G46330","FLS2",1.57933059783998e-06,-64.437511282281,-19.2722553702976
"95","AT2G44790","UCC2",1.66003136789619e-06,-185.258505381803,-19.2003580663781
"97","AT5G02020","SIS",1.66003136789619e-06,-94.1384570259502,-19.2003580663781
"101","AT4G18970",NA,1.68650108561329e-06,-374.825807444369,-19.1775353222943
"106","AT4G35750",NA,1.6905668250874e-06,-217.797837794284,-19.1740615248073
"108","AT5G44440","AtBBE28",1.6905668250874e-06,-1273.07321030855,-19.1740615248073
"110","AT5G57655","XYLA",1.6905668250874e-06,-255.331918248005,-19.1740615248073
"116","AT4G14030","AtSBP1",1.73513460806332e-06,-198.030170882446,-19.1365209809573
