"","id","name","p_val","log_fold_change","sig_rank"
"3233","AT2G21140","ATPRP2",0.000257598093967863,-433.394139810763,-11.9225904609156
"3238","AT1G78270","AtUGT85A4",0.000258643592818417,-21.2223297428865,-11.9167469263553
"3239","AT1G08500","AtENODL18",0.000259026785239338,-33.2517104349273,-11.9146110888426
"3246","AT3G04910","ATWNK1",0.000259672214083129,-63.5165940656917,-11.9110207311439
"3248","AT1G64640","AtENODL8",0.000259695623405187,-94.8755337426992,-11.9108906787593
"3249","AT1G71980","RMR2",0.000259858456134796,-34.0497280898422,-11.909986372592
"3250","AT2G18250","ATCOAD",0.000260100291994749,-7.63051015173667,-11.908644360664
"3252","AT3G05470","FH11",0.000260486324656136,-9.62509489426096,-11.906504745505
"3253","AT1G50480","THFS",0.000260519398277493,-59.9741211278907,-11.9063215799562
"3254","AT1G23510",NA,0.000260838959962817,-1.09911063119213,-11.9045530071152
"3258","AT1G66180",NA,0.000262170991031241,-227.211914819006,-11.8972043179817
"3259","AT2G05510",NA,0.000262206259010993,-21.6302094080821,-11.8970102556361
"3262","AT2G48100",NA,0.000264106729899566,-16.2052649872542,-11.8865913151932
"3263","AT5G03960","IQD12",0.000264517088754936,-5.26148858688447,-11.8843514509129
"3264","AT4G30410","IBL1",0.00026475752758619,-12.8200679677032,-11.8830406760424
"3265","AT5G40450","RBB1",0.000264777794404987,-195.684205131761,-11.8829302439795
"3266","AT3G21370","BGLU19",0.000264799000146209,-27.2712068683502,-11.8828147048621
"3268","AT3G59350","PTI13",0.000265891905921571,-65.7154420517188,-11.8768725191066
"3269","AT5G21020",NA,0.000266156576881652,-253.429360698853,-11.8754371630238
"3270","AT1G19680",NA,0.000266353695298103,-15.7447779126677,-11.8743690830646
"3272","AT3G49490",NA,0.000267366509574015,-33.0121032549147,-11.8688936153053
"3274","AT1G69690","AtTCP15",0.000268481807050164,-31.1906062868031,-11.8628880483882
"3278","AT4G23810","ATWRKY53",0.000269987999947314,-1.60270603128326,-11.8548170937594
"3284","AT4G04990",NA,0.000271257413008403,-2.0679603121203,-11.8480498150271
"3286","AT2G42870","HLH1",0.000271598291995818,-22.1758669781935,-11.8462379726358
"3288","AT1G73300","scpl2",0.00027206191194496,-4.67778198020094,-11.8437773828823
"3291","AT1G71697","ATCK1",0.000272352500636096,-16.4126292049166,-11.8422372660383
"3294","AT1G02100","LCMT1",0.000272630740253496,-23.3894139850562,-11.8407641383494
"3298","AT2G41050",NA,0.000272954391397213,-9.96541162900279,-11.8390524716352
"3309","AT3G27884",NA,0.000275074559753225,-3.70419046777388,-11.8278896612513
"3311","AT5G18260",NA,0.000276383287925066,-2.29934344099191,-11.8210419966618
"3312","AT2G42880","ATMPK20",0.000276707825041188,-28.5915519058794,-11.8193489369442
"3314","AT3G10850","GLX2-2",0.000276717718735641,-35.9554941730819,-11.819297354273
"3315","AT1G48490","IRE3",0.000276798054882529,-26.2131897961001,-11.8188785746571
"3316","AT5G06200","CASP4",0.000277309140731398,-14.7215609854055,-11.8162172079232
"3317","AT5G22580",NA,0.000277508577648437,-22.2374544006402,-11.8151800144305
"3323","AT1G54860",NA,0.000278895090168582,-1.70247077826611,-11.8079898430025
"3324","AT2G39180","ATCRR2",0.000279873131965522,-22.3179665539372,-11.8029393858171
"3329","AT1G59980","ARL2",0.000280981339143102,-5.42751624617435,-11.7972380598494
"3330","AT2G41740","ATVLN2",0.000281195825798482,-135.706425437115,-11.7961372010157
"3331","AT3G54000",NA,0.000281195825798482,-8.26256861577178,-11.7961372010157
"3333","AT4G25280","UMK2",0.000281197271926285,-9.82275247863094,-11.796129781574
"3339","AT3G09160",NA,0.000282186907376168,-6.3994062903415,-11.7910613267725
"3340","AT4G23440",NA,0.000282186907376168,-21.8572582873285,-11.7910613267725
"3342","AT1G69040","ACR4",0.000282845586323653,-34.3384124358825,-11.7876977209901
"3348","AT5G22470","AtPARP3",0.000284988295916976,-2.91903259830623,-11.7768097085853
"3350","AT3G21770","PER30",0.000285916365379336,-33.96918557816,-11.7721191797417
"3352","AT4G15990",NA,0.000286272046273493,-7.67288039574671,-11.770325577782
"3353","AT1G01640",NA,0.000286283725307063,-8.21996392747653,-11.7702667213888
"3354","AT1G76970",NA,0.000287034712414351,-5.83276690245931,-11.7664871604194
"3360","AT1G68670","HHO2",0.000290181678257359,-15.461895231359,-11.7507559474008
"3362","AT3G17810","PYD1",0.000290232630610692,-27.9406007618177,-11.7505026500353
"3364","AT3G23250","ATMYB15",0.000290768344479168,-3.42952993634815,-11.7478421658243
"3366","AT1G32100","ATPRR1",0.000290998136235352,-34.1183063651075,-11.7467024664593
"3367","AT1G29120","UP9",0.000291093737117807,-40.1377121369722,-11.7462285793408
"3369","AT3G09470","AtUNC93",0.000291609879165485,-15.8685042491527,-11.7436727834044
"3371","AT3G63380","ACA12",0.000292780157702595,-5.22981096923941,-11.7378945969455
"3373","AT2G17120","CL-1",0.000293061609437322,-30.0266823895018,-11.7365083896931
"3375","AT5G64860","AtDPE1",0.000293220893550692,-16.4589824346401,-11.7357244727079
"3377","AT3G17790","ATACP5",0.000293889553285081,-9.28813304492135,-11.7324383022603
"3379","AT5G08610","PDE340",0.000294318751003117,-38.9046824901635,-11.7303329204602
"3380","AT5G17700",NA,0.000294435354173999,-17.8610965430183,-11.729761466887
"3382","AT1G47760","AGL102",0.000294841119307133,-1.80799066301512,-11.7277746390932
"3386","AT1G75900","EXL3",0.000296060622825216,-33.9678213414885,-11.7218197601334
"3389","AT1G32170","XTH30",0.000296084041844335,-149.810999863736,-11.721705644429
"3390","AT3G17850","IREH1",0.000296084041844335,-25.8001793754323,-11.721705644429
"3392","AT4G28260",NA,0.000296694488724226,-24.0210542723858,-11.7187342513968
"3394","AT4G04620","ATG8B",0.000297636913751867,-10.7816130170744,-11.7141589149846
"3395","AT3G48990","AAE3",0.000297649422394653,-145.956692553213,-11.7140982848111
"3396","AT4G32285","CAP1",0.000297651086542879,-52.2499660604944,-11.7140902187727
"3397","AT5G62470","ATMYB96",0.000298011317430029,-14.7477579301497,-11.7123452592978
"3400","AT1G53700","PK3AT",0.00029879848345704,-24.9678105967422,-11.7085395537602
"3401","AT2G36080","ABS2",0.00029879848345704,-15.2718910362006,-11.7085395537602
"3402","AT4G32180","ATPANK2",0.000299010205234014,-16.9860356728349,-11.7075176550282
"3405","AT1G31812","ACBP",0.000300257409550128,-236.439908260252,-11.7015125313227
"3408","AT5G45310",NA,0.000301462890161266,-5.08734358962635,-11.6957319610905
"3409","AT1G63530",NA,0.000301701941019458,-1.00837461520889,-11.6945884013607
"3413","AT1G60989","SCRL7",0.000301927680157489,-6.2821330078279,-11.6935093530876
"3415","AT1G17860","AtKTI5",0.000302345825949847,-51.6191310185869,-11.6915127176198
"3422","AT5G20620","UBQ4",0.000303827689820662,-19.8451979818682,-11.6844590214062
"3423","AT4G14716","ARD1",0.000304000162339604,-15.2979546277859,-11.6836402854645
"3424","AT3G55230","DIR24",0.000304312015029971,-89.6997193113037,-11.6821610832193
"3425","AT2G20835",NA,0.000304341014257111,-4.74257146347045,-11.6820236090289
"3427","AT1G73965","CLE13",0.000304544794326906,-1.25872710513175,-11.6810579353247
"3429","AT5G59780","ATMYB59",0.000304676808010814,-56.8860767329643,-11.6804326932474
"3432","AT5G40020",NA,0.000305640835041631,-5.87819618286449,-11.6758750725096
"3433","AT5G23235",NA,0.0003056830911399,-1.41546084627201,-11.6756756277933
"3434","AT1G63500","BSK7",0.000305872101656691,-29.4388506340037,-11.6747838536831
"3436","AT1G01200","ATRAB-A3",0.000305987405386547,-3.66113388152822,-11.6742401075476
"3438","AT4G03415","PP2C52",0.000305987405386547,-13.8016788483528,-11.6742401075476
"3439","AT5G14470","AtGALK2",0.000305987405386547,-2.15476886480206,-11.6742401075476
"3441","AT5G64120","AtPRX71",0.000306413624640663,-196.399823292473,-11.6722319316191
"3446","AT1G68290","AtBFN2",0.000308517149116789,-1.02527420212742,-11.6623616948486
"3450","AT2G24260","DROP1",0.000310005029743306,-15.6062390596794,-11.6554207565439
"3453","AT3G61440","ARATH;BSAS3;1",0.000310498433730546,-235.854052073519,-11.6531263885751
"3454","AT1G76180","ERD14",0.000310677927434431,-599.488906837216,-11.6522926328179
"3457","AT1G61620","CSU1",0.000310960769530739,-15.2425601715998,-11.6509797965359
"3458","AT3G53540","TRM19",0.000310960769530739,-34.2251750549222,-11.6509797965359
"3460","AT5G27890",NA,0.000310960769530739,-11.5608541915452,-11.6509797965359
"3461","AT2G20142",NA,0.000311875129367301,-1.75951179841002,-11.6467438706626
"3462","AT2G25760","AEL1",0.000312393811644772,-16.847729450882,-11.6443465048078
"3463","AT2G04240","XERICO",0.000312876463735223,-20.593504946785,-11.6421192442356
"3464","AT3G07100","AtSEC24A",0.0003129690936972,-46.9998013307967,-11.6416921842807
"3468","AT4G12230",NA,0.000313873281239626,-14.8903894973026,-11.6375301561844
"3470","AT1G53780","RPT1B",0.000313977230364934,-23.9602520316159,-11.6370524409125
"3473","AT3G06430","AtPPR2",0.000315070521321568,-14.8732618848168,-11.6320376005436
"3474","AT1G69490","ANAC029",0.000315166099126502,-19.3615781940939,-11.6316000200483
"3475","AT4G24290",NA,0.000315166099126502,-21.6472816183332,-11.6316000200483
"3482","AT5G48380","BIR1",0.000316346026120855,-26.0073210416499,-11.626208906446
"3484","AT4G22770","AHL2",0.000316681711815057,-2.63418720999032,-11.6246788245785
"3485","AT5G60300","DORN1",0.000316840746372507,-23.1002244071764,-11.6239544986475
"3486","AT5G41750",NA,0.000317264642851163,-1.23122800403634,-11.6220256286233
"3487","AT2G21500",NA,0.000317663626554894,-6.94901754288464,-11.6202124729827
"3488","AT2G24360","RAF22",0.000317663626554894,-26.7059200041368,-11.6202124729827
"3490","AT3G46690","UGT76E4",0.000317663626554894,-3.87164239447366,-11.6202124729827
"3493","AT2G30360","CIPK11",0.000318549174189573,-27.1388949709765,-11.6161962821592
"3497","AT3G28940",NA,0.000318856288911313,-45.02570837839,-11.614806043305
"3498","AT4G22610",NA,0.000319246655697919,-3.32530232790447,-11.6130408726467
"3500","AT4G11260","ATSGT1B",0.000319832628495309,-22.925081761334,-11.6103952532166
"3502","AT1G54130","AT-RSH3",0.000319969918448176,-36.6291505309276,-11.6097761011418
"3503","AT1G01390","UGT72B2",0.000320064479049505,-31.6059222905741,-11.6093498049548
"3504","AT4G27540","PRA1.H",0.000320064479049505,-3.85464728827931,-11.6093498049548
"3507","AT5G19160","TBL11",0.000322540953539197,-1.7780656776913,-11.5982300260933
"3510","AT3G51370","PP2C.D6",0.000323020839974033,-22.0752161316674,-11.5960851348863
"3512","AT3G52240",NA,0.000323506170957873,-17.9531004978509,-11.5939191473149
"3513","AT4G38240","CGL",0.000323506170957873,-19.8853262924248,-11.5939191473149
"3514","AT3G52890","KIPK",0.000323585517393105,-13.6710119644188,-11.5935653405477
"3516","AT1G52420",NA,0.000323611639154586,-21.1036662425167,-11.5934488822617
"3518","AT5G06560","MyoB7",0.000323851546181248,-18.8479721213367,-11.5923797475176
"3519","AT5G19660","ATS1P",0.000323851546181248,-13.5464316879327,-11.5923797475176
"3520","AT5G06130","AtOR-like",0.000324122291990711,-22.4253267601524,-11.5911741319931
"3523","AT1G31120","KUP10",0.000324924813264379,-13.7789720010803,-11.5876064585766
"3524","AT3G55950","ATCRR3",0.000325280611330907,-14.5266467685821,-11.5860275478571
"3525","AT5G14550",NA,0.000325280611330907,-8.83518420787824,-11.5860275478571
"3526","AT5G03310","SAUR44",0.000325360193206288,-2.23658596449093,-11.5856746269314
"3527","AT3G11540","SPY",0.000325524391623797,-15.3791476163336,-11.5849467306093
"3530","AT1G50030","TOR",0.000326334553273934,-32.1783885551586,-11.5813606271864
"3531","AT5G47720","AACT1",0.000326334553273934,-15.6629441124858,-11.5813606271864
"3536","AT2G44410",NA,0.000327941417990786,-19.189141117026,-11.5742742583723
"3538","AT1G36050",NA,0.000328723437923642,-18.3552439110492,-11.5708380555598
"3542","AT5G02560","h2a.w.12",0.000330238670808868,-8.69542353534642,-11.5642033104262
"3544","AT5G23590",NA,0.000330907875066018,-12.7382606165527,-11.5612827537089
"3551","AT5G25170",NA,0.000334708042450473,-6.29618432436144,-11.544809162663
"3552","AT1G10120","CIB4",0.000334715483874683,-29.0880970464046,-11.5447770881828
"3553","AT4G07410","PCN",0.000335330513942613,-19.820087105964,-11.5421286100751
"3554","AT5G01670",NA,0.000335395103764266,-8.97221758288067,-11.5418507515493
"3555","AT5G47240","atnudt8",0.000335733381871674,-16.3354051954561,-11.5403963886374
"3556","AT5G26240","ATCLC-D",0.000335801064736496,-13.6464707661442,-11.5401055748623
"3558","AT5G04880",NA,0.000336525972537379,-6.37393604062901,-11.5369945255166
"3559","AT5G43300","AtGDPD3",0.000337660340529102,-1.10614124981108,-11.5321396401863
"3563","AT1G03010",NA,0.000338479386368766,-1.57881529402723,-11.5286444042103
"3565","AT5G47060",NA,0.000338479386368766,-11.3155020687947,-11.5286444042103
"3566","AT4G22780","ACR7",0.000339319350806099,-9.93152707494154,-11.5250686727073
"3568","AT5G58060","ATGP1",0.000340360832043024,-16.9064351009256,-11.5206473550653
"3571","AT5G55600",NA,0.000341239239011296,-13.4720564819364,-11.5169288282271
"3576","AT5G09620",NA,0.000343170797423752,-37.5081842320493,-11.5087855895455
"3580","AT4G10160","ATL59",0.000343705569235238,-1.11830907273737,-11.5065391509322
"3581","AT2G23620","ATMES1",0.000344434868462029,-9.36228314382738,-11.5034811798725
"3583","AT5G51150",NA,0.000344566380142934,-15.1434112056682,-11.5029304370326
"3585","AT4G36570","ATRL3",0.000344920642573461,-2.28117405459313,-11.5014479067461
"3586","AT5G08520","MYBS2",0.000346092927523411,-18.0062201663724,-11.4965529194999
"3587","AT1G08820","VAP27-2",0.000346264422902399,-18.3365727595376,-11.4958382147662
"3589","AT1G03790","AtTZF4",0.000346350084990458,-29.3573523393293,-11.4954813516949
"3590","AT3G14220",NA,0.000346350084990458,-20.8727433115267,-11.4954813516949
"3591","AT5G17910",NA,0.000346350084990458,-39.9408369018886,-11.4954813516949
"3594","AT5G48740",NA,0.000347177523008669,-2.63140742989267,-11.4920388318063
"3596","AT5G03150","JKD",0.000347214819331703,-40.9515542778309,-11.4918838553843
"3597","AT3G27580","ATPK7",0.000347269449501474,-10.7773946458777,-11.491656882136
"3598","AT1G64470",NA,0.000347450018753312,-10.4285385398042,-11.4909069208008
"3601","AT5G60540","ATPDX2",0.000347636305788941,-16.7381172328172,-11.4901336200482
"3602","AT1G13635",NA,0.000347884699175691,-1.93854687964283,-11.4891031524709
"3603","AT5G39410",NA,0.000347928291002399,-19.2195083296793,-11.4889223863364
"3604","AT2G33990","iqd9",0.000348356649272402,-21.8899432287715,-11.4871472784916
"3607","AT3G14560",NA,0.000350241899743567,-10.572688821774,-11.4793606945891
"3608","AT2G44500",NA,0.000351153125169831,-46.8853539435478,-11.4756121047174
"3610","AT4G01600",NA,0.000352579801193349,-4.95836358435163,-11.4697625525172
"3611","AT1G26780","AtMYB117",0.000352929511491118,-2.12788753346404,-11.4683323081687
"3613","AT5G64640","PME64",0.000352929511491118,-8.62997689594829,-11.4683323081687
"3614","AT2G19110","ATHMA4",0.000352942328816806,-23.7622790952302,-11.4682799148271
"3616","AT5G64660","ATCMPG2",0.000353449231023791,-5.95386797276175,-11.4662093764251
"3618","AT3G26550",NA,0.000353758307055448,-3.27408126336521,-11.4649483534226
"3620","AT2G43080","AT-P4H-1",0.000353908871559438,-11.862068242991,-11.4643344527838
"3622","AT1G02060",NA,0.000353934371090621,-5.29547513730281,-11.4642305087324
"3624","AT1G50640","ATERF3",0.000354586089252038,-23.6890110596199,-11.4615764404949
"3626","AT3G09830","PBL39",0.000355110375382131,-5.46062957334203,-11.4594448668569
"3628","AT5G47430",NA,0.000355110375382131,-28.3312124313871,-11.4594448668569
"3629","AT1G17620",NA,0.00035585999246647,-53.7174354280416,-11.4564026324691
"3634","AT2G39980",NA,0.000358466816148252,-119.029798613537,-11.4458728070496
"3635","AT1G20693","HMG",0.000358973605646146,-48.5918368039427,-11.4438346090479
"3637","AT1G07140","SIRANBP",0.000359018952324385,-37.3233616630827,-11.4436523747694
"3642","AT1G13210","ACA.l",0.000359593501458743,-29.2292573133877,-11.4413454307159
"3643","AT4G16770",NA,0.000359623007976609,-7.1662467815595,-11.4412270549376
"3644","AT5G17330","AtGAD1",0.000359623007976609,-64.6331489238131,-11.4412270549376
"3648","AT1G35660",NA,0.000360220415572991,-7.68281758262106,-11.4388324309225
"3653","AT1G02850","BGLU11",0.000361920010972065,-16.1289432581317,-11.4320415013719
"3654","AT1G05170","B3GALT2",0.000361924269376394,-14.5262614416554,-11.4320245265088
"3655","AT4G23870",NA,0.000361924269376394,-27.8712388772772,-11.4320245265088
"3657","AT3G61430","ATPIP1",0.000362684741135892,-255.964729436078,-11.4289963299971
"3658","AT3G55130","ABCG19",0.000362968587264286,-14.9196615863967,-11.4278676824552
"3661","AT1G23120",NA,0.000364352960573424,-3.77358060129679,-11.4223756660955
"3665","AT3G18200","UMAMIT4",0.000364730586096647,-26.3739875566886,-11.4208811912281
"3666","AT1G04810","RPN2B",0.000365635077975973,-19.2168809462202,-11.417307894508
"3667","AT1G19910","ATVHA-C2",0.000365635077975973,-54.8472976053467,-11.417307894508
