"","id","name","p_val","log_fold_change","sig_rank"
"6488","AT1G26540",NA,0.00278938370099226,1.38131460657913,8.48583788294429
"6489","AT4G13150",NA,0.00278938370099226,4.163949905695,8.48583788294429
"6486","AT1G11330","RDA2",0.0027883325188492,6.49008220830483,8.48638166653709
"6485","AT5G24330","ATXR6",0.00278725203605805,1.08061592700557,8.48694082124768
"6484","AT5G62940","DOF5.6",0.00278386557096871,5.71649822280732,8.48869473754846
"6483","AT1G49380","CCS1",0.00277907887882567,19.194772850783,8.49117750140982
"6481","AT2G29620",NA,0.00277815495995369,3.05022836242822,8.49165721244078
"6480","AT2G36290",NA,0.00277288251596514,13.5301599664456,8.49439779241923
"6477","AT3G16360","AHP4",0.00277142935362972,1.63903293365343,8.4951540522373
"6478","AT4G10350","ANAC070",0.00277142935362972,1.8012657161215,8.4951540522373
"6476","AT2G19750","RPS30A",0.00277112583704447,14.1764207234895,8.49531205945879
"6475","AT5G41140",NA,0.00277044648046833,13.1966534145055,8.49566578735843
"6472","AT2G18330","SBA3",0.00276521682891973,4.01444196865873,8.49839167373469
"6471","AT4G39040","CFM4",0.00276418249465432,28.0326231571391,8.49893141732904
"6468","AT4G18975",NA,0.00275496356194256,5.24486276384453,8.50375104730029
"6467","AT3G12965",NA,0.002753500071782,2.13865879543808,8.50451763856315
"6466","AT3G23940","DHAD",0.00275201606435832,22.5110029758103,8.5052953931459
"6464","AT5G10310","AtEPFL1",0.00274853959279876,2.23262359386082,8.50711902306956
"6461","AT3G02230","ATRGP1",0.00274728486623635,36.1732673159836,8.50777777330229
"6457","AT2G37440",NA,0.00272826586662551,3.19268661888433,8.51780004434231
"6456","AT4G33480",NA,0.00272132255813375,10.5213462246772,8.52147631541748
"6455","AT3G06120","MUTE",0.00272082580413566,1.42008756071944,8.52173969101251
"6454","AT4G26900","AT-HF",0.00271861578811444,9.53196996483833,8.52291200963216
"6452","AT4G30110","ATHMA2",0.00271145450009066,0.633312639500566,8.52671732343466
"6451","AT5G59360","SMR113",0.00271092951928517,0.645881638051254,8.52699667923252
"6444","AT5G08710","RUG1",0.0026997423995961,4.61306819428187,8.53296252796189
"6443","AT1G63420",NA,0.00269861811531349,5.784427470824,8.53356345091916
"6442","AT3G47500","CDF3",0.00269537767377214,13.424349190421,8.53529684845493
"6439","AT4G39460","SAMC1",0.00268880087927195,13.1979804066903,8.5388213651239
"6438","AT3G50060","MYB77",0.00268821341880394,3.42556241060091,8.53913660561251
"6436","AT5G02430",NA,0.00268321300200653,1.67178422552873,8.54182269978371
"6435","AT1G63820",NA,0.00268282685141525,1.00319097674613,8.5420303380269
"6434","AT3G25250","AGC2",0.00268171325146123,1.70749540369632,8.54262930275583
"6431","AT1G63470","AHL5",0.0026795896570023,6.32500875873513,8.54377219634244
"6428","AT2G03505",NA,0.0026707439288888,1.13115340536902,8.54854262775769
"6425","AT3G05820","A/N-InvH",0.0026668453875331,1.17812005288386,8.5506500987328
"6423","AT4G27940","ATMTM1",0.00265934982295066,4.66831148147216,8.55471071632691
"6420","AT4G29390","RPS30B",0.00265051479286132,23.8108576652967,8.55951169216379
"6417","AT2G07690","MCM5",0.00263922706942697,10.2766259537855,8.5656688044627
"6411","AT4G37750","ANT",0.00262910350844101,9.41064638845437,8.57121334233531
"6409","AT3G52590","EMB2167",0.00262743756105085,45.399564949956,8.57212780455936
"6405","AT2G47170","ARF1A1C",0.00261968408950704,31.4021346834963,8.57639143854093
"6404","AT3G62930","GRXS6",0.00261875947688583,2.69644669130474,8.57690072495026
"6402","AT2G33330","PDLP3",0.00261414053708837,21.4299217659534,8.57944758166557
"6401","AT2G03530","ATUPS2",0.00261361252273871,1.87549458547051,8.57973901229652
"6399","AT5G61520","STP3",0.00261153454797127,3.01876583231707,8.58088649542362
"6398","AT1G12000","PFP-BETA1",0.00261026253402027,21.4056784350993,8.58158936772086
"6392","AT1G32690",NA,0.00260146660788175,1.39988803095504,8.58645909549186
"6389","AT2G26140","AtFtsH4",0.00259357777191335,16.4281775445976,8.59084065316338
"6383","AT1G23180",NA,0.00257215504864712,10.3833604758786,8.60280667419986
"6382","AT3G54270","SPP3A",0.00257083280295204,1.29808937733843,8.60354849875952
"6380","AT1G51140","AKS1",0.00256395397674721,22.3524208987981,8.60741391900594
"6381","AT5G07990","CYP75B1",0.00256395397674721,1.78338560183489,8.60741391900594
"6379","AT1G72645",NA,0.00256382758340201,2.94283446207009,8.60748504023067
"6377","AT1G27140","ATGSTU14",0.00256169976636268,13.2928441181695,8.60868288429916
"6376","AT1G44110","CYCA1;1",0.00255513131221145,6.58374141145233,8.61238684922981
"6370","AT5G17400","ER-ANT1",0.00254817787060462,11.3747477485278,8.61631829902909
"6367","AT3G24530",NA,0.00254778909481119,8.89770430529036,8.61653842797188
"6364","AT1G09060","JMJ24",0.00254771363128064,11.1286365400063,8.61658116010928
"6365","AT2G41170",NA,0.00254771363128064,7.4285033029227,8.61658116010928
"6361","AT1G31320","LBD4",0.00254412467056976,0.969759190733493,8.61861491545265
"6360","AT2G14080",NA,0.00254396770948897,5.77565149697877,8.61870392601143
"6358","AT2G27970","CKS2",0.00254331754048951,5.06305688567184,8.6190726867749
"6357","AT5G42110",NA,0.00254271117616907,11.1971694229989,8.61941668750747
"6355","AT4G27595",NA,0.00253550010552187,10.0433808537991,8.62351395021578
"6353","AT2G38620","CDKB1;2",0.00253088416904045,3.20013733165347,8.62614280351728
"6352","AT4G11400","ARID2",0.00253083544252691,0.86938942518553,8.62617057965063
"6351","AT3G44890","RPL9",0.00252978987134554,120.696563347399,8.62676672747275
"6349","AT3G23580","RNR2",0.00252487300207237,3.33580262942091,8.62957346071376
"6350","AT5G06230","TBL9",0.00252487300207237,1.3147061169659,8.62957346071376
"6346","AT5G03995",NA,0.00252405492161409,0.768303362039975,8.63004098199684
